iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9751762847105663,0.2585833668708801,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.710006798307101,0.34937500953674316,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6211555898189545,0.3709582984447479,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5801702737808228,0.382416695356369,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5494225025177002,0.3791249990463257,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.437271848320961,0.40700003504753113,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3843327363332112,0.40816670656204224,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2988783766825993,0.4255000352859497,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.256102869908015,0.42116665840148926,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.1672250032424927,0.4367084205150604,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1441010410586994,0.43412500619888306,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.088563586274783,0.43770837783813477,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0446905295054119,0.4384166896343231,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0095010673006375,0.44325003027915955,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9680442810058594,0.4423334002494812,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9333083977301916,0.4467083215713501,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8968550016482671,0.4461666941642761,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8665696755051613,0.44574999809265137,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8322159772117933,0.44462496042251587,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7845159644881884,0.4527084231376648,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.765904908378919,0.4487500786781311,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7279202689727148,0.4519583582878113,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.7049893836180369,0.45241662859916687,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.685080349445343,0.453291654586792,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6479871893922488,0.45424994826316833,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6339630670845509,0.45212501287460327,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5981916325787703,0.45512503385543823,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5668095933894316,0.4553750455379486,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5509980519612631,0.45745837688446045,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.5267041176557541,0.4568749666213989,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
