iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,77.3339104906718,8.613637924194336,89.28866577148438,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
1,61.46637036641439,7.486232280731201,77.92085266113281,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
2,49.612555920283,6.5953755378723145,68.93562316894531,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
3,40.46826512654622,5.850156784057617,61.42289352416992,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
4,33.01848376274109,5.165848255157471,54.514278411865234,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
5,27.27487180074056,4.600663185119629,48.82221984863281,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
6,22.87223019917806,4.132038593292236,44.12263488769531,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
7,19.319854470888775,3.7389466762542725,40.181941986083984,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
8,16.556932001113893,3.4164092540740967,36.955814361572266,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
9,14.158108510971068,3.100245952606201,33.77529525756836,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
10,12.207456436157226,2.848259687423706,31.24429702758789,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
11,10.698478462696075,2.613211154937744,28.876436233520508,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
12,9.337036658128103,2.402352809906006,26.784088134765625,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
13,8.186532559394836,2.187819480895996,24.64124298095703,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
14,7.268748121261597,2.0168161392211914,22.913875579833984,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
15,6.459981422424317,1.8561277389526367,21.294178009033203,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
16,5.905614844163259,1.731055498123169,20.065874099731445,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
17,5.416597042878469,1.64189612865448,19.167667388916016,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
18,4.904803888400395,1.5224919319152832,17.978166580200195,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
19,4.472056231896082,1.411044955253601,16.874990463256836,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
20,4.081743249893188,1.315911889076233,15.939749717712402,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
21,3.8541163754463197,1.2544164657592773,15.361520767211914,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
22,3.6304433683554334,1.1798537969589233,14.628974914550781,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
23,3.3793357290824253,1.108119249343872,13.919808387756348,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
24,3.1749379241466524,1.0472854375839233,13.311335563659668,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
25,3.019897105693817,0.994630753993988,12.779051780700684,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
26,2.864009227156639,0.9465802311897278,12.32182502746582,3,150,10,500,10,1.5,0,False,10,False,0.01,1,5,300,2
