iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,76.40798486073813,8.65259075164795,87.48969268798828,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
1,60.72620048522949,7.5306172370910645,76.14572143554688,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
2,48.56617050170898,6.6283369064331055,67.03657531738281,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
3,39.315784250895184,5.856354713439941,59.24384307861328,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
4,31.846653900146485,5.172175407409668,52.29680633544922,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
5,26.314791221618652,4.649322509765625,47.025333404541016,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
6,22.05286647160848,4.182953834533691,42.33332443237305,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
7,18.56821475028992,3.7750563621520996,38.223785400390625,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
8,15.734100421269735,3.4374260902404785,34.86130142211914,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
9,13.377034333546957,3.1223199367523193,31.700916290283203,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
10,11.473647782007854,2.827474594116211,28.731081008911133,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
11,9.835091061592102,2.5600192546844482,26.0421142578125,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
12,8.480238978068034,2.334791898727417,23.801515579223633,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
13,7.38516398747762,2.1382486820220947,21.84039306640625,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
14,6.500068720181783,1.9760862588882446,20.208906173706055,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
15,5.722695966561635,1.8243539333343506,18.710311889648438,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
16,5.023558164040248,1.680098056793213,17.26632308959961,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
17,4.440417059262594,1.5523526668548584,15.991844177246094,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
18,3.9736754067738853,1.4347083568572998,14.833232879638672,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
19,3.5866179231802624,1.339955449104309,13.907530784606934,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
20,3.2321227780977884,1.243120789527893,12.948981285095215,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
21,2.981275826295217,1.1625019311904907,12.155288696289062,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
22,2.677913986245791,1.0895079374313354,11.437191009521484,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
23,2.4028361946344376,1.0091930627822876,10.652844429016113,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
24,2.2304541420936586,0.9404796361923218,9.974092483520508,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
25,2.0584442685047786,0.880372941493988,9.38228988647461,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
26,1.9189576532443364,0.8325234055519104,8.910857200622559,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
27,1.78878725985686,0.7795074582099915,8.381009101867676,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
28,1.6828023085991541,0.7486076951026917,8.08366870880127,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
29,1.574172633488973,0.7016198039054871,7.616955757141113,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
30,1.4619175739089647,0.6615931987762451,7.223809719085693,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
31,1.3916863205035528,0.625227689743042,6.873178958892822,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
32,1.3041596228877703,0.5834658145904541,6.465439796447754,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
33,1.2486413490772248,0.553522527217865,6.179112434387207,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
34,1.2093146848678589,0.5213387608528137,5.868024826049805,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
35,1.179747783144315,0.49917981028556824,5.655580520629883,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
36,1.1222029171387355,0.4733012914657593,5.4105682373046875,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
37,1.0645563139518102,0.44613415002822876,5.138615131378174,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
38,1.0276857325434685,0.4313083589076996,4.985694408416748,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
39,1.0108678095539412,0.42052093148231506,4.870979309082031,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
40,0.9751450531681378,0.40878355503082275,4.766098976135254,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
41,0.9528916422029337,0.39106038212776184,4.5893964767456055,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
42,0.9292638642092546,0.37279266119003296,4.407203197479248,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
43,0.9100513197978337,0.36152318120002747,4.295445442199707,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
44,0.8596234385669231,0.34187445044517517,4.106809139251709,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
45,0.8502774244050185,0.3341938853263855,4.030128479003906,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
46,0.8638341421385606,0.32678598165512085,3.9572503566741943,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
47,0.8388341751197974,0.3162209093570709,3.8582756519317627,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
48,0.8253262865543366,0.3043607473373413,3.740131139755249,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
49,0.8000746503472328,0.29071614146232605,3.6110141277313232,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
50,0.7900907696038485,0.28114044666290283,3.5231544971466064,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
51,0.8085490163167318,0.2810770273208618,3.523108720779419,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
52,0.8401756210128466,0.2847091555595398,3.564842939376831,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
53,0.825142511203885,0.2792769968509674,3.5176119804382324,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
54,0.8042917468895515,0.27537909150123596,3.4761548042297363,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
55,0.7745181130617858,0.2702769637107849,3.4289047718048096,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
56,0.7473466736078263,0.2652541399002075,3.3825268745422363,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
57,0.7292183835804462,0.258987694978714,3.317539691925049,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
58,0.7259477252761523,0.2517217993736267,3.24761700630188,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
59,0.7052672739823659,0.24626053869724274,3.19553279876709,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
60,0.6857990648349126,0.24125702679157257,3.1522486209869385,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
61,0.7043100448449453,0.2409055083990097,3.1471328735351562,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
62,0.7138674301405747,0.23352956771850586,3.0777854919433594,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
63,0.7358216587205728,0.2366131842136383,3.1028404235839844,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
64,0.7195936040580273,0.22962482273578644,3.034087896347046,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
65,0.7091888136665027,0.22282974421977997,2.968647003173828,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
66,0.6875234571099281,0.21334770321846008,2.879044532775879,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
67,0.6588614544272423,0.20773138105869293,2.827439785003662,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
68,0.6390575421353181,0.2011568695306778,2.755476474761963,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
69,0.6466419769078493,0.1977429836988449,2.7232580184936523,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
70,0.6595924871166547,0.19767527282238007,2.721327304840088,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
71,0.6233279508848985,0.18963275849819183,2.644028902053833,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
72,0.6152942038079103,0.18731480836868286,2.6163318157196045,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
73,0.625898679792881,0.18783633410930634,2.624077320098877,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
74,0.6307357979317506,0.1845662146806717,2.595223903656006,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
75,0.6106669104099274,0.17903319001197815,2.5421507358551025,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
76,0.6392324704676866,0.17808477580547333,2.532381057739258,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
77,0.6377808973689874,0.1797727346420288,2.5455474853515625,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
78,0.6309054227173329,0.17607831954956055,2.5070745944976807,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
79,0.6893045338988304,0.18499624729156494,2.6094350814819336,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
80,0.6789963413774968,0.18466944992542267,2.611346960067749,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
81,0.6786201492448648,0.18494988977909088,2.613701581954956,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
82,0.6540929254641136,0.1813022345304489,2.5777158737182617,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
83,0.6676703753819069,0.1818889081478119,2.5809545516967773,3,150,10,500,10,0.1,0,False,10,False,0.01,1,5,300,2
