iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,76.9678996149699,8.643187522888184,88.32247924804688,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
1,61.833989493052165,7.586497783660889,77.67575073242188,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
2,49.72450515111287,6.6599345207214355,68.31766510009766,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
3,40.07314397176107,5.871800899505615,60.3449821472168,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
4,32.7518999226888,5.229322910308838,53.83817672729492,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
5,27.093811906178793,4.694307804107666,48.42562484741211,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
6,22.478027693430583,4.208038806915283,43.53708267211914,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
7,18.768369460105895,3.7855570316314697,39.26172637939453,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
8,15.88157910823822,3.4304497241973877,35.69920349121094,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
9,13.603025468190511,3.131659507751465,32.681060791015625,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
10,11.740646093686422,2.875352382659912,30.13511848449707,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
11,10.170098376274108,2.621581792831421,27.62087059020996,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
12,8.881946122646331,2.4006099700927734,25.401416778564453,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
13,7.89655557235082,2.211961030960083,23.533418655395508,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
14,6.926784311930339,2.0150890350341797,21.57056427001953,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
15,6.148169133265813,1.8562880754470825,19.976411819458008,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
16,5.509169077078502,1.713549017906189,18.56157112121582,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
17,4.914164675076803,1.5759789943695068,17.184240341186523,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
18,4.467859807014466,1.4831202030181885,16.254192352294922,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
19,4.060984437863032,1.3880711793899536,15.31373405456543,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
20,3.7081723097960153,1.2979153394699097,14.421110153198242,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
21,3.399322261015574,1.1945232152938843,13.398282051086426,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
22,3.1647734129428864,1.122287631034851,12.701489448547363,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
23,2.9542246143023174,1.0533971786499023,12.025339126586914,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
24,2.735078974167506,0.9927566647529602,11.4276704788208,3,150,10,500,10,1.0,0,False,10,False,0.01,1,5,300,2
