iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.564636552085479,0.3229166865348816,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
1,1.0195406082396705,0.3724583387374878,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
2,0.8040898496401496,0.3829583525657654,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
3,0.6368055992643349,0.3945000171661377,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
4,0.4663786237651948,0.41170835494995117,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
5,0.40527047227563645,0.40820837020874023,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
6,0.28990826873632614,0.4193750321865082,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
7,0.22373230163066182,0.4178750514984131,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
8,0.1774748423389004,0.4176250398159027,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
9,0.14064719141849005,0.42250001430511475,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
10,0.10532065866088185,0.42358335852622986,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
11,0.0869937319099942,0.4240417182445526,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
12,0.0660083706510098,0.42524999380111694,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
13,0.05122822883276967,0.42658334970474243,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
14,0.045680880481086206,0.42625004053115845,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
15,0.04699640600301791,0.42737504839897156,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
16,0.03248261217959225,0.42754170298576355,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
17,0.025893055947866134,0.42762503027915955,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
18,0.022930084819866654,0.42754170298576355,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
19,0.01924241716915276,0.4285416603088379,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
20,0.016677785938857898,0.42758333683013916,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
21,0.014420607518938292,0.42875003814697266,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
22,0.012576846029939285,0.429375022649765,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
23,0.011100795444993613,0.42891669273376465,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
24,0.00993661323809647,0.4290000796318054,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
25,0.009014675447057622,0.42883336544036865,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
26,0.008201065985000847,0.4285833537578583,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
27,0.007479946107196156,0.4297083020210266,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
28,0.006973507446673466,0.42895838618278503,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
29,0.006375793994569297,0.429208368062973,24,24,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
