iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.630942774315675,0.3033333122730255,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
1,1.086904506587113,0.3892083168029785,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
2,0.8834806755767204,0.4083750247955322,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
3,0.6719957884051837,0.42904171347618103,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
4,0.5861095302874068,0.43458327651023865,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
5,0.5247223386832047,0.4296666979789734,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
6,0.4169643559677449,0.437041699886322,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
7,0.34452394426140626,0.4386250376701355,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
8,0.2989439253772919,0.439333438873291,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
9,0.2720345466368599,0.440208375453949,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
10,0.20965138517688806,0.44358333945274353,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
11,0.1759590664296411,0.445416659116745,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
12,0.15117853282087404,0.4466249942779541,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
13,0.15054504553457568,0.44037505984306335,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
14,0.11560748104723946,0.4465000033378601,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
15,0.09990291157494842,0.44562506675720215,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
16,0.08533133329910925,0.4477083683013916,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
17,0.07194520133392264,0.4474167227745056,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
18,0.0694093984348001,0.447833389043808,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
19,0.054087967962307935,0.4474583864212036,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
20,0.049037094321344434,0.44966673851013184,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
21,0.041785863638021205,0.44820842146873474,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
22,0.0391647662484805,0.4489583671092987,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
23,0.03272319456542997,0.44991669058799744,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
24,0.028321981308787752,0.45095834136009216,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
25,0.025658819663173443,0.45000001788139343,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
26,0.02583059573104644,0.4492917060852051,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
27,0.02664618104730228,0.45091673731803894,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
28,0.019921404847991653,0.45191678404808044,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
29,0.017928663169489784,0.45066672563552856,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
