iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.5076674645145733,0.320041686296463,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
1,0.9022498147872587,0.3642916679382324,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
2,0.7226402546511963,0.374500036239624,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
3,0.5662156219865816,0.38608336448669434,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
4,0.42296894153696485,0.3952500522136688,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
5,0.33899236099872115,0.3997916579246521,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
6,0.27449349947467755,0.4023333489894867,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
7,0.20679118331948607,0.40691670775413513,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
8,0.15949430520413443,0.4105416536331177,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
9,0.13355333539463268,0.4099584221839905,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
10,0.10065412331702343,0.41150006651878357,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
11,0.08268712192754417,0.4114167094230652,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
12,0.06409941990568768,0.41283339262008667,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
13,0.05608904478140175,0.41195833683013916,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
14,0.03972659264400136,0.41395843029022217,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
15,0.044838431696310486,0.4129166603088379,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
16,0.029785250890806008,0.41450005769729614,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
17,0.02423242581183634,0.41570839285850525,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
18,0.030505251522602823,0.4138750433921814,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
19,0.027899968801648356,0.41437506675720215,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
20,0.016699859622652486,0.4152083992958069,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
21,0.013910848967498168,0.41600000858306885,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
22,0.011978078154546287,0.41566669940948486,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
23,0.010339556331018684,0.4166250228881836,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
24,0.00920110585502698,0.41704171895980835,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
25,0.00822564038874892,0.416583389043808,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
26,0.007466509648414406,0.41720831394195557,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
27,0.00655984845070634,0.41720840334892273,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
28,0.006074175593918578,0.4164583683013916,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
29,0.005526342401329505,0.41683337092399597,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,24,12,30,10
