iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,4.6534276,4.818942546844482,2.3869619369506836,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
1,4.2595105,4.421220779418945,2.1942222118377686,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
2,3.8975925,4.047970294952393,2.0129599571228027,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
3,3.5817065,3.721954345703125,1.8541125059127808,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
4,3.2715824,3.4043612480163574,1.6995106935501099,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
5,2.9848897,3.114004135131836,1.5577541589736938,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
6,2.74194,2.867386817932129,1.437207818031311,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
7,2.5046291,2.6290221214294434,1.3207348585128784,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
8,2.2925718,2.408747434616089,1.2127659320831299,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
9,2.0970886,2.2074084281921387,1.1142194271087646,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
10,1.9196653,2.02337384223938,1.023781418800354,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
11,1.7497023,1.848048448562622,0.9375244379043579,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
12,1.6014668,1.694514274597168,0.8617796301841736,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
13,1.4630185,1.5525768995285034,0.7917488813400269,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
14,1.3378651,1.4260975122451782,0.7291809916496277,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
15,1.2294657,1.3110785484313965,0.6722266674041748,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
16,1.1277912,1.2042739391326904,0.6192841529846191,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
17,1.0346354,1.1065782308578491,0.57054603099823,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
18,0.95417076,1.0210262537002563,0.5278255343437195,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
19,0.8754104,0.9394184947013855,0.48707374930381775,2,100,10,500,2,0,0,2,False,0.01,1,20,500,0
