iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.799745112657547,0.24338941276073456,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
1,1.4334724595149357,0.3435497283935547,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
2,1.2727990845839183,0.38471555709838867,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
3,0.997709184885025,0.42157453298568726,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
4,0.9285076955954233,0.43028855323791504,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
5,0.9330546408891678,0.4454127252101898,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
6,0.7620841041207314,0.4694511294364929,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
7,0.6937422367433707,0.4848758578300476,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
8,0.4785515417655309,0.5196313858032227,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
9,0.4070696107422312,0.5475761890411377,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
10,0.4843340398122867,0.5358573794364929,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
11,0.5382048717389504,0.5223357081413269,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
12,0.3784115618715684,0.5605969429016113,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
13,0.4191432598357399,0.5601962804794312,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
14,0.19344904491057,0.5919471979141235,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
15,0.30489930634697276,0.5834335684776306,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
16,0.24354802925760546,0.5921475291252136,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
17,0.13869856980939707,0.6135817766189575,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
18,0.10519090170661609,0.6190906763076782,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
19,0.11920314701274037,0.6297075748443604,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
20,0.10167157758648197,0.6242988705635071,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
21,0.0942993617306153,0.6250000596046448,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
22,0.09342612652108073,0.638020932674408,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
23,0.052217585345109306,0.6458333134651184,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
24,0.042497612380733095,0.651141881942749,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
25,0.05291534774005413,0.6477364301681519,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
26,0.04551336836690704,0.6529446840286255,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
27,0.03851447495010992,0.6551483273506165,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
28,0.026966548912848037,0.6623597145080566,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
29,0.025449791535114247,0.6612581014633179,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,1
