iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.105985941986243,0.32471954822540283,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
1,0.8861891403794289,0.35667067766189575,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
2,0.6936488437155882,0.4141627252101898,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
3,0.6302155939241251,0.4445112347602844,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
4,0.5637474805116653,0.47165465354919434,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
5,0.5016627442091703,0.5020032525062561,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
6,0.5042888460059961,0.498197078704834,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
7,0.37277641395727795,0.5382612943649292,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
8,0.3928457436462243,0.5346554517745972,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
9,0.3539760435620944,0.5524840354919434,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
10,0.13496311381459236,0.5933493971824646,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
11,0.16403911914676428,0.5922476053237915,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
12,0.19434159947559237,0.583834171295166,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
13,0.14406418784831962,0.595552921295166,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
14,0.15363842683533827,0.6077725887298584,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
15,0.06738066937153538,0.6247997283935547,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
16,0.17720429226756096,0.6078726053237915,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
17,0.06483623975267012,0.6247996091842651,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
18,0.05420788237825036,0.6268029808998108,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
19,0.04998646040136615,0.6357171535491943,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
20,0.15620988933369517,0.6137821078300476,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
21,0.047519509214907885,0.6387220025062561,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
22,0.04094432403023044,0.6374199390411377,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
23,0.04127285637271901,0.6374200582504272,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
24,0.042261111084371805,0.6438301801681519,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
25,0.03532333035642902,0.6451322436332703,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
26,0.031149037725602586,0.6459335088729858,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
27,0.0555786412054052,0.6455329060554504,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
28,0.026660711504518986,0.6506410241127014,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
29,0.028958734357729554,0.651141881942749,24,1,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1
