iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.538093388080597,0.26332128047943115,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
1,1.2040726120273273,0.33914265036582947,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
2,0.9119740451375643,0.4279847741127014,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
3,0.8858563775817553,0.43289265036582947,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
4,0.7845575660467148,0.46584540605545044,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
5,0.6287488291660944,0.48868197202682495,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
6,0.7226492663224539,0.48858171701431274,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
7,0.34027634498973686,0.5353566408157349,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
8,0.4026460616538922,0.5504807829856873,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
9,0.33587573158244294,0.5514824390411377,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
10,0.3728917908544342,0.5531851053237915,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
11,0.38142598047852516,0.5610978007316589,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
12,0.33973731690396863,0.5709134936332703,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
13,0.26642532910530764,0.5905449390411377,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
14,0.2217080978055795,0.5922476649284363,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
15,0.25451414038737613,0.5992587804794312,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
16,0.11696378933265805,0.6165865659713745,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
17,0.12601180716107288,0.6242989897727966,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
18,0.08435802798097332,0.6317107677459717,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
19,0.18999810377135873,0.6192909479141235,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
20,0.07846949653079112,0.6364182829856873,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
21,0.04302327653082708,0.6484375,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
22,0.09741121390834451,0.6371194124221802,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
23,0.05565852741710842,0.6439303755760193,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
24,0.042506874383737646,0.6569512486457825,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
25,0.04508770606480539,0.6498398184776306,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
26,0.03371682475941876,0.6558493971824646,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
27,0.03151875687763095,0.660556972026825,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
28,0.025346083954597514,0.6618590354919434,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
29,0.025081655553852517,0.6588542461395264,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10,1
