iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.1901191423336666,0.31041669845581055,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
1,0.9716692790389061,0.32458341121673584,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
2,0.8171128494044145,0.34691664576530457,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
3,0.788769302268823,0.35862505435943604,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
4,0.7474894635379314,0.3564167022705078,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
5,0.6080937056491772,0.38545840978622437,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
6,0.7345610987395048,0.36750003695487976,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
7,0.6423669320841631,0.37920838594436646,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
8,0.572423322747151,0.4013333022594452,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
9,0.49481042847037315,0.4020833373069763,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
10,0.3218375525126855,0.4295834004878998,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
11,0.33797519840300083,0.42879170179367065,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
12,0.2803512988612056,0.44175001978874207,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
13,0.40686072409152985,0.42783331871032715,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
14,0.17810345099618038,0.45208340883255005,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
15,0.17117372450108329,0.4516666531562805,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
16,0.3182876156643033,0.44437503814697266,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
17,0.4383815087688466,0.43395838141441345,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
18,0.197994373117884,0.45625004172325134,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
19,0.31868306671579677,0.44191667437553406,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
20,0.09765640366822481,0.4658749997615814,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
21,0.1343021096351246,0.4598749876022339,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
22,0.11230323106671374,0.4619167447090149,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
23,0.09240144196276863,0.4684583842754364,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
24,0.050501007897158466,0.4812917113304138,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
25,0.05662342098851999,0.4754166305065155,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
26,0.04663537132243315,0.4813750684261322,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
27,0.05279312406977018,0.4779166579246521,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
28,0.04260284034535289,0.4779583811759949,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
29,0.043964548114066325,0.48095834255218506,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,30,10,1
