iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.5451658368110657,0.2628333568572998,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
1,1.3372738386193912,0.3095417320728302,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
2,1.1756617054343224,0.3304583728313446,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
3,1.1982502068082492,0.32179170846939087,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
4,1.1406068441768487,0.34195834398269653,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
5,1.1542829473813374,0.34920835494995117,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
6,0.8208072893321514,0.3763749599456787,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
7,0.9160318660239378,0.37187501788139343,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
8,0.7455903248240551,0.39745837450027466,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
9,1.0029655061662197,0.38999998569488525,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
10,0.5240243456015984,0.4143333435058594,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
11,0.5202456948657831,0.41883334517478943,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
12,0.6548427265758315,0.41504162549972534,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
13,0.4594370552028219,0.44833338260650635,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
14,0.45812301244586706,0.44287508726119995,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
15,0.4024924645200372,0.43837499618530273,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
16,0.16889104899019003,0.4762917160987854,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
17,0.3195089877893527,0.44487500190734863,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
18,0.1375047859425346,0.48087507486343384,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
19,0.16839351815481982,0.4779582917690277,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
20,0.147410344487677,0.4775417447090149,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
21,0.1323715370769302,0.48087507486343384,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
22,0.1705975130510827,0.47691667079925537,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
23,0.12887441599741578,0.4800417125225067,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
24,0.09192330374692877,0.48895835876464844,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
25,0.09733081034695108,0.4928334355354309,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
26,0.09157941653393209,0.491875022649765,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
27,0.061973790715759,0.4974167048931122,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
28,0.053760757902637124,0.4995417296886444,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
29,0.04718728961112598,0.4972083568572998,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10,1
