iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.2195582911372185,0.3084583282470703,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
1,1.017723299562931,0.3230416774749756,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
2,0.7357746511697769,0.37533336877822876,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
3,1.2210104577243328,0.3395000398159027,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
4,0.7727199780444304,0.37129172682762146,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
5,0.713804580271244,0.3826667070388794,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
6,0.7057974301278591,0.38595840334892273,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
7,0.6232313960790634,0.40179166197776794,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
8,0.6458551318695148,0.39645835757255554,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
9,0.47025127957264584,0.4164583086967468,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
10,0.45502934449662763,0.42700010538101196,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
11,0.3987692929804325,0.4317917227745056,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
12,0.3408894386763374,0.44587504863739014,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
13,0.43891167889038724,0.4357083737850189,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
14,0.1950743356719613,0.45879170298576355,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
15,0.2723935275959472,0.4544583261013031,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
16,0.16292468830943108,0.46250006556510925,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
17,0.12319125809396307,0.47566670179367065,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
18,0.13267066810900965,0.4699166715145111,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
19,0.13325208968793353,0.4861249625682831,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
20,0.06565294569979112,0.48729169368743896,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
21,0.11881802789866924,0.47725003957748413,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
22,0.19040533170724908,0.469291627407074,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
23,0.07575513763974111,0.4811250865459442,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
24,0.07138258311897516,0.4895833730697632,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
25,0.2082389472052455,0.4811250567436218,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
26,0.1294626082914571,0.47545838356018066,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
27,0.047465438644091286,0.48870837688446045,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
28,0.04455491108819842,0.4933750331401825,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
29,0.03639229394805928,0.4945417046546936,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,30,10,1
