iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.9006627425551414,0.31396880745887756,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
1,1.739073682576418,0.3576562702655792,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
2,1.7054543420672417,0.37859371304512024,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
3,1.6163417361676693,0.4009374678134918,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
4,1.5400621965527534,0.42903122305870056,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
5,1.4583921693265438,0.4382812976837158,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
6,1.4358340464532375,0.44937506318092346,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
7,1.380170052871108,0.45787498354911804,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
8,1.3464359305799007,0.4648125171661377,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
9,1.313344744965434,0.47046881914138794,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
10,1.1728868912905455,0.48206251859664917,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
11,1.1144556384533644,0.4936874806880951,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
12,1.0869068186730146,0.4956875443458557,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
13,1.0570956356823444,0.4976561963558197,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
14,1.003614041954279,0.5062500238418579,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
15,0.9222337752580643,0.5198749899864197,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
16,0.9007397973909974,0.5248750448226929,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
17,0.8723745616152883,0.5264062285423279,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
18,0.8466261625289917,0.5276874899864197,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
19,0.8302770992740989,0.5265001058578491,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
20,0.7701988127082586,0.530500054359436,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
21,0.7590374425053596,0.5310938358306885,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
22,0.7328638732433319,0.5326250791549683,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
23,0.716158589348197,0.534906268119812,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
24,0.6997882975265384,0.5341250896453857,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
25,0.6465913923457265,0.5439062118530273,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
26,0.6367152240127325,0.5422500371932983,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
27,0.6238333415240049,0.542593777179718,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
28,0.60378323122859,0.5448750853538513,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
29,0.5969541938975453,0.5442500114440918,32,4,500,1000,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
