iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.8802475854754448,0.3139062523841858,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
1,1.7392213307321072,0.3654687702655792,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
2,1.6816774159669876,0.394343763589859,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
3,1.6513400673866272,0.4098125398159027,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
4,1.583740048110485,0.4253438413143158,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
5,1.3724984601140022,0.45793747901916504,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
6,1.3066377807408571,0.4752500355243683,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
7,1.2613361440598965,0.48628130555152893,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
8,1.2347863130271435,0.4893437922000885,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
9,1.1939956229180098,0.49418753385543823,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
10,1.094673566520214,0.5069687366485596,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
11,1.0336838494986296,0.5166562795639038,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
12,0.9944977667182684,0.5232187509536743,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
13,0.9607196599245071,0.5255938172340393,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
14,0.9396479390561581,0.5277500152587891,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
15,0.9000604599714279,0.5333749651908875,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
16,0.885449294000864,0.5333125591278076,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
17,0.8594181602820754,0.5353125333786011,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
18,0.8494325755164027,0.5351875424385071,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
19,0.8349686078727245,0.5367187857627869,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
20,0.7720348443835974,0.5426563620567322,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
21,0.7519349791109562,0.5426875352859497,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
22,0.7398893143981695,0.5408124923706055,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
23,0.7217331361025572,0.5421875715255737,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
24,0.7032162006944418,0.5434061884880066,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
25,0.6275544911623001,0.554437518119812,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
26,0.60774149838835,0.5556874871253967,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
27,0.584584666416049,0.5577186942100525,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
28,0.5673596560955048,0.5567500591278076,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
29,0.5480111567303538,0.5588124990463257,32,4,500,1000,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
