iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.8979808054864407,0.3194062411785126,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
1,1.6961188726127148,0.37153124809265137,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
2,1.6815182268619537,0.3761875033378601,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
3,1.554089691489935,0.4190625548362732,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
4,1.5001299045979977,0.4345625042915344,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
5,1.3849444650113583,0.4442187547683716,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
6,1.3164164647459984,0.4605312645435333,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
7,1.2744926996529102,0.46884381771087646,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
8,1.2388648018240929,0.47325003147125244,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
9,1.2239906247705221,0.4794999957084656,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
10,1.1701946649700403,0.4866250157356262,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
11,1.153232080861926,0.48881256580352783,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
12,1.1226508095860481,0.48975005745887756,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
13,1.106535591185093,0.4909687638282776,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
14,1.0734617467969656,0.49940627813339233,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
15,0.9326714668422937,0.5174375176429749,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
16,0.8988230582326651,0.5233749747276306,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
17,0.8686946742236614,0.5264688730239868,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
18,0.8459903551265597,0.5270937085151672,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
19,0.8237083563581109,0.5290000438690186,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
20,0.7913251761347055,0.5266562700271606,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
21,0.788325666449964,0.5260312557220459,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
22,0.7778921024873853,0.524093747138977,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
23,0.7665135897696018,0.5273750424385071,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
24,0.7531512901186943,0.5260626077651978,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
25,0.6671804767102003,0.539968729019165,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
26,0.6480585876852274,0.5402187705039978,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
27,0.6313287895172834,0.5409062504768372,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
28,0.6177565054968,0.5419062376022339,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
29,0.5995396813377738,0.5414999723434448,32,4,500,1000,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
