iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.9301692321896553,0.30284377932548523,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
1,1.7170233838260174,0.3779374957084656,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
2,1.6619948260486126,0.3955312967300415,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
3,1.6262145042419434,0.4093437194824219,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
4,1.546904280781746,0.4188438057899475,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
5,1.5166996493935585,0.43268752098083496,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
6,1.4416984412819147,0.4438125491142273,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
7,1.4168876092880964,0.4514062702655792,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
8,1.3687453344464302,0.45787498354911804,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
9,1.3228402230888605,0.4618125259876251,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
10,1.177643807604909,0.47434377670288086,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
11,1.13676936365664,0.4833437502384186,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
12,1.0932162553071976,0.4868749976158142,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
13,1.0532004497945309,0.4955313503742218,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
14,1.013366935774684,0.5002500414848328,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
15,0.9906592797487974,0.5014687180519104,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
16,0.9633961133658886,0.5030312538146973,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
17,0.9346086531877518,0.5067499876022339,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
18,0.9200169760733843,0.5064062476158142,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
19,0.9044885337352753,0.5085937976837158,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
20,0.875483863055706,0.5115312933921814,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
21,0.8622029675170779,0.5128437876701355,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
22,0.8483505360782146,0.5118438005447388,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
23,0.8262191638350487,0.5140937566757202,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
24,0.8103961255401373,0.5141562223434448,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
25,0.7116363048553467,0.5317187309265137,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
26,0.675563526339829,0.5351874828338623,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
27,0.6472903080284595,0.5373125672340393,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
28,0.6263439757749438,0.540093719959259,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
29,0.6079396801069379,0.5397812724113464,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
