iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.8713418915867805,0.33249998092651367,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
1,1.7150710709393024,0.37150001525878906,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
2,1.671594511717558,0.38196873664855957,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
3,1.6261018216609955,0.40415632724761963,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
4,1.5550469532608986,0.4194374978542328,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
5,1.3911573998630047,0.44478124380111694,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
6,1.3468232862651348,0.4543125629425049,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
7,1.260575084015727,0.4714687466621399,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
8,1.2097646687179804,0.47931259870529175,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
9,1.195883745327592,0.4855937659740448,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
10,1.1528557669371367,0.49115633964538574,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
11,1.1171036325395107,0.4973750114440918,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
12,1.081284774467349,0.5017812252044678,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
13,1.0645624604076147,0.5042500495910645,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
14,1.050500962883234,0.503531277179718,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
15,1.0107947792857885,0.5068749785423279,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
16,0.9923084136098623,0.5104063153266907,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
17,0.9740153523162007,0.5104374885559082,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
18,0.9535059556365013,0.5136250257492065,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
19,0.9272051565349102,0.514875054359436,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
20,0.8251218190416694,0.5284687876701355,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
21,0.779986834153533,0.5330312848091125,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
22,0.754065690562129,0.5345938205718994,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
23,0.7191096944734454,0.5390625,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
24,0.6902903774753213,0.5413437485694885,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
25,0.6761296903714538,0.5424062609672546,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
26,0.6543642682954669,0.5435625314712524,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
27,0.6346228467300534,0.5438125133514404,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
28,0.621618214994669,0.5432500243186951,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
29,0.5983389848843217,0.54749995470047,32,4,500,1000,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
