iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.8585536740720272,0.3421250283718109,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
1,1.7202072851359844,0.3739687502384186,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
2,1.6601042225956917,0.39284375309944153,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
3,1.6097970642149448,0.4163437485694885,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
4,1.5103015564382076,0.433156281709671,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
5,1.4547136835753918,0.4454061985015869,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
6,1.4378298539668322,0.44984376430511475,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
7,1.393758973106742,0.46000000834465027,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
8,1.3557474855333567,0.4646250605583191,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
9,1.3182761408388615,0.472093790769577,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
10,1.1386406365782022,0.4911562204360962,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
11,1.0894186701625586,0.5011250376701355,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
12,1.0490642786026,0.508593738079071,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
13,1.007726414129138,0.5139687657356262,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
14,0.9821610767394304,0.5195313096046448,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
15,0.9162518326193094,0.5241875648498535,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
16,0.9002005234360695,0.5222187638282776,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
17,0.8687608037143946,0.5260937809944153,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
18,0.8489779233932495,0.5256249904632568,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
19,0.8147272896021605,0.530593752861023,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
20,0.7706247651949525,0.5351875424385071,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
21,0.7580538270995021,0.5370938181877136,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
22,0.73484693095088,0.5404062867164612,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
23,0.7229439597576857,0.5380937457084656,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
24,0.705678004771471,0.5403125882148743,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
25,0.6612277450039983,0.5412186980247498,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
26,0.6420174185186625,0.5439687371253967,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
27,0.6297541419044137,0.5437500476837158,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
28,0.6097804689779878,0.5453749895095825,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
29,0.6056366646662354,0.54234379529953,32,4,500,1000,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
