iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.8711017407476902,0.32709383964538574,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
1,1.7333863899111748,0.358812540769577,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
2,1.689673125743866,0.3844687044620514,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
3,1.6663479767739773,0.3967500627040863,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
4,1.5657052733004093,0.4225938022136688,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
5,1.3484374172985554,0.45475003123283386,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
6,1.3210936859250069,0.46546873450279236,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
7,1.304949950426817,0.46431252360343933,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
8,1.2676412351429462,0.47703126072883606,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
9,1.220619285479188,0.48606249690055847,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
10,1.1200713198632002,0.4959999918937683,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
11,1.079020794481039,0.5054687261581421,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
12,1.0414543319493532,0.5130937695503235,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
13,1.0176016185432673,0.5159062743186951,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
14,0.9916218630969524,0.5182187557220459,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
15,0.9441083092242479,0.5231562852859497,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
16,0.9135321769863367,0.5236249566078186,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
17,0.8964392021298409,0.5256562232971191,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
18,0.8853602055460215,0.5247812271118164,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
19,0.8595371209084988,0.5277812480926514,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
20,0.78889318741858,0.5361250042915344,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
21,0.7644944908097386,0.5394687652587891,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
22,0.7491869227960706,0.538812518119812,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
23,0.7340693734586239,0.5414687991142273,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
24,0.7111950451508164,0.5430625081062317,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
25,0.6610576082020998,0.5445937514305115,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
26,0.6569127347320318,0.542312502861023,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
27,0.6376087171956897,0.5410000085830688,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
28,0.617317677475512,0.5451562404632568,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
29,0.595943602733314,0.5446249842643738,32,4,500,1000,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
