iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu,algo_bn_calibration,algo_dynamic,algo_n_clusters,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.8780903406441212,0.312125027179718,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
1,1.6874157413840294,0.3683437705039978,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
2,1.684290487319231,0.3895937502384186,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
3,1.5918712094426155,0.4114375710487366,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
4,1.5468320846557617,0.435249924659729,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
5,1.3741554208099842,0.45115625858306885,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
6,1.3019628822803497,0.4687187075614929,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
7,1.2769620567560196,0.4725937843322754,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
8,1.2285334784537554,0.4856249690055847,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
9,1.1723140832036734,0.49546879529953003,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
10,1.085402699187398,0.5076250433921814,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
11,1.0757879614830017,0.5078437328338623,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
12,1.052131662145257,0.511468768119812,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
13,1.0389270335435867,0.5086250305175781,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
14,1.0061806477606297,0.5150001049041748,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
15,0.9032733328640461,0.526437520980835,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
16,0.8697154466062784,0.5341875553131104,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
17,0.8514995519071817,0.5344061851501465,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
18,0.8269732762128115,0.5372500419616699,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
19,0.8104736898094416,0.5366249680519104,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
20,0.7386239822953939,0.546218752861023,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
21,0.7184116393327713,0.5460625886917114,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
22,0.7012561615556479,0.5463437438011169,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
23,0.6790400873869658,0.545593798160553,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
24,0.655475901439786,0.5471562147140503,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
25,0.6168500669300556,0.5523124933242798,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
26,0.6107691070064902,0.550031304359436,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
27,0.5969276027753949,0.549000084400177,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
28,0.5801682537421584,0.5497188568115234,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
29,0.5657821241766214,0.549906313419342,32,4,500,1000,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01,3,True,4,3,5
