iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.8643234570821126,0.14750000834465027,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
1,1.1368888666232426,0.1898750364780426,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
2,0.9365388626853625,0.2161666601896286,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
3,0.7836201911171278,0.22291666269302368,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
4,0.7382929970820745,0.23129165172576904,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
5,0.5806392232577006,0.2657500207424164,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
6,0.651295347760121,0.2547916769981384,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
7,0.5285700683792433,0.25837501883506775,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
8,0.5132041138907274,0.27016663551330566,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
9,0.4182351703445117,0.2835417091846466,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
10,0.43257782359917957,0.2745833396911621,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
11,0.36384075445433456,0.28300002217292786,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
12,0.3283546417951584,0.2873333692550659,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
13,0.2628335617482662,0.29325002431869507,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
14,0.22710611360768476,0.30654171109199524,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
15,0.21890876069664955,0.3094167113304138,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
16,0.24167563393712044,0.3056666851043701,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
17,0.20698502411444983,0.29870837926864624,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
18,0.18877297143141428,0.3055833578109741,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
19,0.17652290811141333,0.3061249852180481,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
20,0.1557814177746574,0.3108333647251129,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
21,0.1397372828796506,0.3177083432674408,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
22,0.13611520857860646,0.31433337926864624,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
23,0.14351825322955847,0.31054168939590454,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
24,0.12263574978957574,0.31695836782455444,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
25,0.11652368151893218,0.31454169750213623,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
26,0.11027305076519649,0.3173750042915344,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
27,0.10072984763731559,0.3177083730697632,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
28,0.09769347279022138,0.3213750123977661,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
29,0.09634799230843782,0.3178750276565552,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
