iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,2.116015672683716,0.16179166734218597,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
1,1.920743892590205,0.26220837235450745,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
2,1.8712103565533955,0.2914167046546936,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
3,1.9188445905844371,0.29241669178009033,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
4,1.7668345520893733,0.31945836544036865,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
5,1.7315062632163365,0.3135416805744171,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
6,1.6219858527183533,0.33637505769729614,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
7,1.8194498320420582,0.31679168343544006,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
8,1.73214295009772,0.31829166412353516,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
9,1.767405979335308,0.33016666769981384,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
10,1.57061405479908,0.3448333442211151,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
11,1.7798790037631989,0.3215417265892029,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
12,1.3680304984251659,0.3555833101272583,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
13,1.7633971919616063,0.3335000276565552,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
14,1.6362722342212994,0.3334583640098572,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
15,1.2154043565193813,0.3725000321865082,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
16,1.5321636348962784,0.3502500057220459,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
17,1.4374971364935238,0.3517916798591614,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
18,1.2423734838763874,0.37575000524520874,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
19,1.5081213687856991,0.3561667203903198,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
20,1.2899497548739116,0.361833393573761,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
21,1.1500316361586254,0.37145835161209106,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
22,1.3547923415899277,0.35991668701171875,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
23,1.3405143804848194,0.3623332977294922,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
24,1.2108831827839215,0.3619166612625122,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
25,1.2604333547254403,0.359874963760376,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
26,1.1105598298211892,0.37933334708213806,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
27,1.1838442447284858,0.37041670083999634,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
28,0.8794233091175556,0.390166699886322,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
29,0.8665520399808884,0.39095836877822876,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
