iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.2854965180158615,0.21254168450832367,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
1,0.7819006045659384,0.2576667070388794,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
2,0.4892851213614146,0.28162500262260437,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
3,0.6582831082244714,0.28554168343544006,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
4,0.35895409000416595,0.3099583089351654,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
5,0.3258927945668499,0.3282916843891144,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
6,0.27770748051504296,0.3342916965484619,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
7,0.2372506114964684,0.35329172015190125,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
8,0.2176018956427773,0.35975000262260437,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
9,0.21761760767549276,0.35374999046325684,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
10,0.31911092810332775,0.35612499713897705,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
11,0.16263605064402023,0.3842500150203705,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
12,0.22773503325879574,0.3727082908153534,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
13,0.12471006019040942,0.39741671085357666,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
14,0.09906601114198565,0.39895838499069214,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
15,0.11890608444809914,0.39870840311050415,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
16,0.11765524993340175,0.393375039100647,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
17,0.10858673633386691,0.390500009059906,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
18,0.11580101385091741,0.3959167003631592,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
19,0.07696769371007879,0.40833336114883423,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
20,0.13124898339932164,0.4039583206176758,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
21,0.0702777326417466,0.40695834159851074,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
22,0.062011127515385546,0.4122083783149719,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
23,0.05899115822588404,0.40633338689804077,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
24,0.05558690234708289,0.41333335638046265,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
25,0.3427413050085306,0.390375018119812,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
26,0.049144342386474214,0.40945836901664734,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
27,0.04933680112784108,0.4151667058467865,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
28,0.03438607890469333,0.42079171538352966,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
29,0.03579819497341911,0.41491663455963135,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
