iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.4898509879906972,0.17367789149284363,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
1,0.3560703496138255,0.2300681322813034,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
2,0.14681057507793108,0.2550080418586731,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
3,0.10446072928607464,0.27664268016815186,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
4,0.08745404332876205,0.2925681471824646,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
5,0.07626235360900561,0.30799275636672974,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
6,0.06701562864085038,0.32331734895706177,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
7,0.06112366495653987,0.3370393216609955,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
8,0.056034553330391645,0.3496595025062561,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
9,0.05119286446521679,0.3595753610134125,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
10,0.047913947608321905,0.37009215354919434,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
11,0.044547722209244967,0.38030847907066345,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
12,0.04171502077952027,0.38681888580322266,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
13,0.03892905575533708,0.3965345025062561,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
14,0.036464175985505186,0.40094149112701416,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
15,0.03440447896718979,0.40614986419677734,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
16,0.03241074838054677,0.4142628610134125,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
17,0.03087273760077854,0.4186699092388153,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
18,0.029119730771829683,0.42457935214042664,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
19,0.027705301841100056,0.4270833730697632,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
20,0.026423811679705977,0.4290865361690521,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
21,0.02536134049296379,0.4353967308998108,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
22,0.024078163395946223,0.43810102343559265,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
23,0.02297187231791516,0.43810102343559265,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
24,0.021991629308710497,0.4430088400840759,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
25,0.02117269889762004,0.44431090354919434,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
26,0.02014506041693191,0.4447115361690521,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
27,0.019279736559838057,0.4498196840286255,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
28,0.018628243977824848,0.4503205418586731,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
29,0.018021892989054322,0.45122194290161133,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
