iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.2296763335665066,0.21294069290161133,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
1,0.7032408701876799,0.2810496985912323,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
2,0.452282827347517,0.33082932233810425,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
3,0.33003011407951516,0.37640225887298584,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
4,0.34326789528131485,0.38681894540786743,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
5,0.2665485180914402,0.4153646230697632,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
6,0.16844161848227182,0.45582935214042664,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
7,0.27817604411393404,0.44310903549194336,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
8,0.13871983097245297,0.4772636294364929,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
9,0.2960375842327873,0.4763621985912323,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
10,0.09273981458197038,0.5109175443649292,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
11,0.10645151898885767,0.5118188858032227,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
12,0.11384636132667462,0.5156251192092896,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
13,0.08931078001235922,0.5235377550125122,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
14,0.07985653216019273,0.5386619567871094,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
15,0.0782769580061237,0.5385617613792419,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
16,0.06122958908478419,0.5508815050125122,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
17,0.09383941441774368,0.5368590354919434,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
18,0.04790750751271844,0.557792603969574,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
19,0.08107688153783481,0.5448718070983887,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
20,0.03609252511523664,0.5679087042808533,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
21,0.26909073527591926,0.5543870329856873,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
22,0.04176097890983025,0.5598958730697632,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
23,0.04713416836845378,0.5663061141967773,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
24,0.03159170396005114,0.5695112943649292,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
25,0.02995919754418234,0.5754207968711853,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
26,0.06789838483867545,0.5694110989570618,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
27,0.02573128486983478,0.579927921295166,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
28,0.025412204675376415,0.5799278616905212,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
29,0.02396419590028624,0.5770232677459717,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,30,10,1.0
