iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,2.194631506999334,0.15154168009757996,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
1,2.050816054145495,0.19600002467632294,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
2,2.2486078292131424,0.19824999570846558,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
3,2.1139522095521293,0.23754170536994934,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
4,2.0671989570061364,0.22850003838539124,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
5,2.1398498887817063,0.22870835661888123,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
6,2.2686473776896796,0.2372083067893982,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
7,2.4899022579193115,0.21966670453548431,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
8,2.2195747842391333,0.23904168605804443,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
9,1.9906267176071804,0.24270832538604736,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
10,2.172185311714808,0.24137502908706665,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
11,1.6477254331111908,0.2826666533946991,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
12,2.0838875845074654,0.267875075340271,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
13,2.007087677717209,0.2433333396911621,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
14,1.7644240657488506,0.27020832896232605,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
15,1.5931202868620555,0.28695833683013916,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
16,1.8500038956602414,0.268333375453949,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
17,2.085100250939528,0.2591250538825989,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
18,2.452734181036552,0.250249981880188,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
19,2.181946497410536,0.2600000202655792,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
20,1.3656739927828312,0.296416699886322,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
21,0.989060086508592,0.3187500536441803,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
22,1.3974993042647839,0.30237501859664917,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
23,1.5661259380479653,0.2849167287349701,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
24,1.23227900142471,0.30000001192092896,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
25,0.905300393079718,0.31554168462753296,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
26,1.3119500142832596,0.29075002670288086,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
27,0.7801401900748411,0.33125004172325134,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
28,0.8157966149350008,0.3451250493526459,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
29,0.6677579581737518,0.34433338046073914,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,30,10,10.0
