iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.8035327196121216,0.41987186670303345,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
1,0.37727516641219455,0.4616386294364929,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
2,0.21221858263015747,0.47806498408317566,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
3,0.14535029449810585,0.5023037791252136,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
4,0.11828100060423215,0.5116186141967773,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
5,0.09508677292615175,0.5198317766189575,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
6,0.06512524327263236,0.5288462042808533,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
7,0.0586898943874985,0.5384615659713745,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
8,0.04830611691189309,0.5462740659713745,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
9,0.042367348447442055,0.5468750596046448,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
10,0.03567239145437876,0.5524840354919434,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
11,0.029291696031577885,0.554387092590332,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
12,0.027432158977414172,0.5549880266189575,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
13,0.01897593284957111,0.5613983273506165,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
14,0.01777293796961506,0.5616987943649292,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
15,0.015890947038618226,0.566105842590332,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
16,0.013587813572182009,0.566806972026825,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
17,0.01212417419689397,0.5687099695205688,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
18,0.011254794604610652,0.5722155570983887,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
19,0.009066939470358193,0.5674078464508057,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
20,0.009503086524394652,0.5705128908157349,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
21,0.007434823676400508,0.5749199390411377,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
22,0.006754299800377339,0.5723156929016113,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
23,0.0071069430171822505,0.5765225291252136,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
24,0.005816941964440048,0.5779247283935547,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
25,0.00492208544164896,0.581730842590332,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
26,0.005182226440714051,0.5812300443649292,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
27,0.0038469826201132187,0.581129789352417,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
28,0.0040512420431089895,0.58203125,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
29,0.0034236649080412462,0.5824319124221802,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
