iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.8007887428005537,0.4421667456626892,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
1,0.38126175353924435,0.4895833730697632,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
2,0.2569083459675312,0.5047916769981384,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
3,0.19973737373948097,0.5125417709350586,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
4,0.14342272995660701,0.5192501544952393,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
5,0.13036241692801318,0.5320416688919067,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
6,0.12957983138039708,0.5327916145324707,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
7,0.08500656438991427,0.5356667041778564,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
8,0.11495229431117575,0.5361250042915344,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
9,0.07462297426536679,0.5444167256355286,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
10,0.05127377241539458,0.5455000400543213,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
11,0.052149294720341764,0.5467917919158936,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
12,0.049253494439957045,0.5451250076293945,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
13,0.04236968490295112,0.5550416707992554,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
14,0.05664334539324045,0.5524584054946899,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
15,0.04508775887855639,0.5465834140777588,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
16,0.04777807606539378,0.5485000610351562,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
17,0.03917444330484917,0.5436251163482666,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
18,0.031533896224573255,0.549041748046875,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
19,0.025321335434758414,0.5486249923706055,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
20,0.014975052191099772,0.5577917098999023,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
21,0.020791834336705506,0.5527917146682739,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
22,0.01319278982312729,0.5622501373291016,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
23,0.010171058723547807,0.5629167556762695,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
24,0.02385521818844912,0.5533750057220459,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
25,0.018378568163219217,0.5472916960716248,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
26,0.009330976977556324,0.5633750557899475,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
27,0.008057549460014949,0.5622084140777588,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
28,0.01195776000774155,0.5565834045410156,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
29,0.00696983437713546,0.5581667423248291,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
