iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,1.0877595742543538,0.31795835494995117,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
1,0.5287480913102627,0.3453332781791687,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
2,0.38064034655690193,0.35220834612846375,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
3,0.27447214505324763,0.3574584126472473,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
4,0.20032459932068983,0.36766666173934937,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
5,0.19725828260804215,0.3760000467300415,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
6,0.14070916796724,0.3800833225250244,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
7,0.11422281758859754,0.38712507486343384,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
8,0.08926515257917345,0.38595837354660034,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
9,0.0778904752029727,0.38733336329460144,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
10,0.07225644867867231,0.39379167556762695,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
11,0.05073231629406413,0.39987504482269287,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
12,0.04893166346785923,0.3980000913143158,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
13,0.044166834404071174,0.4033333659172058,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
14,0.036396302515640855,0.40416669845581055,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
15,0.03604608188228061,0.4096667170524597,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
16,0.02884846421269079,0.405958354473114,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
17,0.027942579006776214,0.4061250388622284,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
18,0.019609800656326115,0.41345834732055664,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
19,0.018647865120631952,0.4088333547115326,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
20,0.01946770298915605,0.4109167456626892,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
21,0.012076897061585138,0.41037505865097046,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
22,0.013626144762383774,0.4124583899974823,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
23,0.014609642016390959,0.4125833213329315,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
24,0.01128160055183495,0.4116250276565552,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
25,0.014702372602187097,0.41475003957748413,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
26,0.009055320154099414,0.41470831632614136,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
27,0.010081480257213116,0.41212499141693115,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
28,0.007210687472252175,0.413666695356369,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
29,0.007048250981218492,0.414249986410141,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,uniform,1.0,30,10
