iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,229.78189727783203,7.211992263793945,367.0796203613281,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
1,130.99165334065756,6.56670618057251,334.5028991699219,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
2,78.30017278035481,6.07739782333374,309.3713684082031,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
3,49.15994170824687,5.660747528076172,287.80560302734375,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
4,32.59547046661377,5.347575664520264,271.811767578125,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
5,21.91472982088725,5.094498634338379,259.0073547363281,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
6,15.652796834309896,4.90629768371582,249.40554809570312,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
7,11.54178706963857,4.726753234863281,240.27674865722656,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
8,8.788434087435405,4.540010929107666,230.9697723388672,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
9,6.730081906716029,4.361781597137451,221.8128204345703,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
10,5.578365351756414,4.21876859664917,214.7232208251953,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
11,4.387218505541483,4.082977294921875,207.74546813964844,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
12,3.83203853448232,3.970974922180176,201.95858764648438,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
13,3.4142116828759512,3.8461077213287354,195.58139038085938,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
14,2.987156802813212,3.745135545730591,190.2933807373047,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
15,2.7268169607718784,3.643470048904419,185.30503845214844,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
16,2.3042245006561277,3.5266237258911133,179.42225646972656,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
17,2.2756611730655036,3.4042274951934814,173.1999969482422,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
18,2.2184939004977546,3.306572914123535,168.16282653808594,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
19,2.1775886472066244,3.210662841796875,163.4502410888672,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
20,2.123025108774503,3.1099345684051514,158.3724365234375,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
21,1.9454305720329286,3.0021169185638428,152.8030548095703,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
22,1.8842261135578156,2.911196708679199,148.1411895751953,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
23,1.7524103666345279,2.8279006481170654,144.08233642578125,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
24,1.7074033431212108,2.735299587249756,139.3933563232422,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
25,1.7572183493773144,2.6760573387145996,136.40625,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
26,1.7025269450743994,2.6216859817504883,133.6099395751953,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
27,1.7898914295434951,2.5537657737731934,130.2222442626953,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
28,1.7268000339468321,2.497921943664551,127.42993927001953,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
29,1.532435771226883,2.429119825363159,123.94340515136719,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
30,1.4943594475090505,2.357883930206299,120.3254623413086,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
31,1.506377168794473,2.2909348011016846,117.05973052978516,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
32,1.4978350963195164,2.2395331859588623,114.38310241699219,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
33,1.5286531962951024,2.1844170093536377,111.4778823852539,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
34,1.556719679236412,2.1551461219787598,110.009765625,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
35,1.4444442285100618,2.0790023803710938,106.41048431396484,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
36,1.4026860483487447,2.022916316986084,103.56785583496094,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
37,1.4260668068627516,1.9709702730178833,100.80127716064453,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
38,1.3879043379426002,1.9142788648605347,97.95323944091797,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
39,1.3962310892343521,1.868232250213623,95.53470611572266,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
40,1.3558355011542638,1.8440076112747192,94.37694549560547,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
41,1.387193551560243,1.8091799020767212,92.53116607666016,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
42,1.3602635508279006,1.7644603252410889,90.42363739013672,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
43,1.2964661146700382,1.7196757793426514,88.23081970214844,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
44,1.2655590571959814,1.6878057718276978,86.66183471679688,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
45,1.3012133865555127,1.6229658126831055,83.38382720947266,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
46,1.2222744279106459,1.5763012170791626,81.05451965332031,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
47,1.275752236197392,1.5383031368255615,79.09465789794922,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
48,1.2858692156275113,1.5043659210205078,77.41720581054688,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
49,1.2152427663405736,1.4738776683807373,75.79865264892578,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
50,1.2222719473640125,1.4438745975494385,74.27327728271484,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
51,1.157067963629961,1.4149420261383057,72.75950622558594,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
52,1.219473702137669,1.4069864749908447,72.25723266601562,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
53,1.1853776611884435,1.365249514579773,70.20297241210938,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
54,1.2563555186490218,1.3486931324005127,69.35222625732422,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
55,1.1477464819699525,1.3160721063613892,67.6570053100586,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
56,1.1989606947948535,1.2946144342422485,66.593505859375,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
57,1.1812357611954212,1.274423599243164,65.5267105102539,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
58,1.1872678471604983,1.24651300907135,63.98587417602539,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
59,1.2323849190523226,1.2142966985702515,62.39140701293945,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
60,1.1242064099013804,1.187260627746582,60.96812057495117,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
61,0.9735185916721821,1.1692733764648438,60.09571075439453,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
62,1.005133569141229,1.1414141654968262,58.69197463989258,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
63,1.0021499153971671,1.101123332977295,56.69548416137695,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
64,0.9710477441052596,1.0683996677398682,55.02281951904297,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
65,0.9156174850960572,1.0416182279586792,53.596099853515625,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
66,0.9637324434022109,1.0243377685546875,52.7663459777832,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
67,0.8679889133820932,0.9880929589271545,50.9317741394043,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
68,0.9032970515886942,0.9675032496452332,49.83319854736328,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
69,0.8986909941335519,0.9519261717796326,49.03042221069336,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
70,0.9766669539858898,0.9485480785369873,48.911094665527344,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
71,0.9404104463011026,0.9284731149673462,47.859535217285156,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
72,0.8772147439916929,0.9112260341644287,46.95823287963867,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
73,0.8470502528299888,0.8806304931640625,45.43268585205078,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
74,0.8677958212296168,0.8822680115699768,45.51316452026367,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
75,0.8630678369353215,0.8618284463882446,44.42810821533203,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
76,0.8407360406468312,0.8441486954689026,43.5192756652832,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
77,0.8417634913201133,0.8244295716285706,42.45227813720703,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
78,0.9253177380065123,0.8192477822303772,42.17332458496094,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
79,0.9759384527802467,0.8073816895484924,41.576011657714844,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
80,0.8947755302737157,0.788963258266449,40.55901336669922,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
81,0.9180682787795862,0.7733624577522278,39.799034118652344,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
82,0.9991248854994774,0.7719393372535706,39.72526931762695,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
83,1.0260522597034771,0.7665627002716064,39.426448822021484,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
84,1.021768794109424,0.7627490162849426,39.28605651855469,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
85,0.8838321423282226,0.744870662689209,38.4026985168457,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
86,0.7977459917962552,0.725973904132843,37.417789459228516,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
87,0.9558602368831635,0.7158956527709961,37.03791046142578,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
88,1.0186455395196874,0.7083584070205688,36.58235549926758,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
89,0.9734010879695415,0.6925265789031982,35.77003479003906,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
90,1.1017997945100069,0.6851192116737366,35.42136001586914,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
91,0.9071158762276172,0.673438310623169,34.83856964111328,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
92,0.9312979195515315,0.664465606212616,34.31655502319336,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
93,0.9560823790977399,0.6520262956619263,33.70913314819336,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
94,0.9902860930313667,0.6432048678398132,33.31885528564453,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
95,1.089719781552752,0.6485997438430786,33.54175567626953,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
96,1.0006079105908672,0.6432310938835144,33.290000915527344,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
97,1.0055686081325015,0.6349738836288452,32.84111404418945,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
98,0.9980044810598095,0.6277281641960144,32.494754791259766,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
99,0.9963031511753797,0.6212639212608337,32.14363098144531,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
100,1.0304106037070353,0.6125636100769043,31.72136116027832,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
101,0.9732167138407628,0.606440007686615,31.4603271484375,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
102,0.915120592576762,0.5992313027381897,31.152490615844727,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
103,0.9369814696535468,0.5940549969673157,30.83160972595215,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
104,0.8621535736943284,0.5883951187133789,30.551664352416992,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
105,0.8312360417097807,0.5817909836769104,30.146162033081055,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
106,0.8758089598764975,0.5862385630607605,30.4129638671875,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
107,0.9390744996940096,0.5827687978744507,30.190196990966797,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
108,0.8959515940770507,0.5729684829711914,29.69143295288086,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
109,0.9445955262705684,0.5722464919090271,29.632923126220703,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
110,0.9112120258808136,0.5706205368041992,29.476106643676758,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
111,0.9177298794190089,0.5702977180480957,29.470645904541016,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
112,0.7730877105643352,0.5535749793052673,28.507158279418945,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
113,0.8574463864664237,0.5470649600028992,28.171707153320312,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
114,0.885429122770826,0.5376834273338318,27.595970153808594,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
115,0.8455047153060635,0.5259631872177124,26.993593215942383,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
116,0.9311871784180403,0.5254077911376953,26.972488403320312,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
117,0.996495137574772,0.5278512835502625,27.111520767211914,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
118,0.9185311046242713,0.5168781876564026,26.545719146728516,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
119,0.9047200763039291,0.5202704071998596,26.746679306030273,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
120,0.8404670013984045,0.5113285183906555,26.320907592773438,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
121,0.8536958555070062,0.5152332782745361,26.532569885253906,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
122,0.8207955296585957,0.5101585388183594,26.26375961303711,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
123,0.7857526124765476,0.506380558013916,26.062496185302734,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
124,0.810066874101758,0.4939541816711426,25.446632385253906,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
125,0.8633187405516703,0.5004661083221436,25.750553131103516,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
126,0.8766553355877598,0.5020423531532288,25.842945098876953,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
127,0.8520045155535142,0.5011037588119507,25.83510971069336,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
128,0.8655065593744318,0.5002531409263611,25.786426544189453,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
129,1.0151590825865666,0.5042212009429932,25.954256057739258,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
130,0.920905561974893,0.4933733344078064,25.418312072753906,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
131,0.8663360215599338,0.4946901500225067,25.54108428955078,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
132,0.8383993542194367,0.49472931027412415,25.512554168701172,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
133,0.9175627820814649,0.4843120872974396,25.054662704467773,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
134,0.8662563298021754,0.48129305243492126,24.917619705200195,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
135,0.7878674444680412,0.46660467982292175,24.151323318481445,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
136,0.7535634395666421,0.4553082287311554,23.555171966552734,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
137,0.916617039591074,0.45983800292015076,23.81908416748047,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
138,0.9846295464038849,0.4675407409667969,24.216548919677734,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
139,0.9846883064260086,0.4608914852142334,23.819992065429688,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
140,0.8324391636997461,0.452730268239975,23.477676391601562,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
141,0.8667045680060983,0.44769129157066345,23.133054733276367,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
142,0.882794906993707,0.44609400629997253,23.080839157104492,3,150,10,500,50,0,0,False,50,False,0.01,,5,300,2
