iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,77.038358446757,8.688220024108887,88.12925720214844,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
1,61.097029259999594,7.560141563415527,76.7164535522461,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
2,49.00763249079387,6.684938430786133,67.89823913574219,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
3,39.56852736155192,5.867339611053467,59.61495590209961,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
4,32.268460019429526,5.215994358062744,53.013668060302734,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
5,26.69033288002014,4.666635513305664,47.474979400634766,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
6,22.163620770772297,4.177820682525635,42.54937744140625,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
7,18.61985682805379,3.7759575843811035,38.526912689208984,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
8,15.843581873575847,3.4197497367858887,34.950828552246094,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
9,13.450066277186076,3.098991870880127,31.71320152282715,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
10,11.45463731765747,2.8067069053649902,28.769203186035156,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
11,9.984421873092652,2.5848371982574463,26.54233169555664,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
12,8.62123546441396,2.3774771690368652,24.4694766998291,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
13,7.4428036268552145,2.1733200550079346,22.422880172729492,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
14,6.536565669377645,1.9875562191009521,20.595731735229492,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
15,5.773590753873189,1.8274786472320557,18.998510360717773,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
16,5.132596858342489,1.6920045614242554,17.64101791381836,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
17,4.599311137199402,1.581654667854309,16.550796508789062,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
18,4.098826338052749,1.458009958267212,15.311984062194824,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
19,3.6924009708563488,1.3464851379394531,14.219419479370117,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
20,3.4232058056195576,1.2680848836898804,13.459628105163574,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
21,3.1469307408730187,1.1956268548965454,12.745943069458008,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
