iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,76.40493218104045,8.633710861206055,87.58121490478516,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
1,61.09797088623047,7.558709621429443,76.69255065917969,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
2,48.668433049519855,6.644903182983398,67.4750747680664,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
3,39.343683013916014,5.832851409912109,59.25538635253906,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
4,32.159997634887695,5.176063537597656,52.600425720214844,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
5,26.801601327260336,4.672298908233643,47.514949798583984,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
6,22.29048805554708,4.198929309844971,42.776187896728516,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
7,18.50717085838318,3.7749345302581787,38.47001647949219,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
8,15.556665503184,3.440582036972046,35.116275787353516,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
9,13.18866634051005,3.1311421394348145,32.01408004760742,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
10,11.316717363993327,2.8669028282165527,29.35728645324707,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
11,9.74717462539673,2.6098122596740723,26.805953979492188,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
12,8.53111812432607,2.3801355361938477,24.500215530395508,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
13,7.439645540714264,2.1814279556274414,22.515789031982422,3,150,10,500,10,0.5,0,False,10,False,0.01,,5,300,2
