iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,77.1418327140808,8.650115966796875,88.48667907714844,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
1,61.605259545644124,7.5359978675842285,77.1771469116211,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
2,49.515117677052814,6.620932579040527,67.95272827148438,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
3,40.14001728057861,5.870849132537842,60.38057327270508,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
4,32.93985571543376,5.2251410484313965,53.87015151977539,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
5,27.026712900797527,4.6712751388549805,48.27952194213867,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
6,22.4111643409729,4.20279598236084,43.58025360107422,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
7,18.82616233507792,3.772084951400757,39.23935317993164,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
8,15.952854309082031,3.4121463298797607,35.6375732421875,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
9,13.675298207600912,3.133082866668701,32.834590911865234,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
10,11.730249648094178,2.8635926246643066,30.136442184448242,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
11,10.1652929464976,2.6211090087890625,27.696882247924805,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
12,8.891056893666585,2.395587921142578,25.428241729736328,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
13,7.723747016588847,2.201215982437134,23.48720932006836,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
14,6.823423587481181,2.0314135551452637,21.795635223388672,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
15,6.109381271203359,1.8854197263717651,20.322751998901367,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
16,5.450921559333802,1.7539079189300537,19.02232551574707,3,150,10,500,10,1.0,0,False,10,False,0.01,,5,300,2
