iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9221088315049807,0.40512508153915405,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.46953212718168896,0.4261666536331177,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.3375243606666724,0.43783339858055115,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.256315887439996,0.4496249854564667,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.23695452969210842,0.45208340883255005,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.1493972426202769,0.46670836210250854,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.12762915824229518,0.470708429813385,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.12795754370745271,0.4735000729560852,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.1147360300916868,0.47954171895980835,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.05763363384176046,0.4856249988079071,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.05407450373362129,0.49016672372817993,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.1110673663400424,0.4789583384990692,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.09169715153014597,0.4803750514984131,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.06039705971488729,0.4905000627040863,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.0794988341028026,0.4852916896343231,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.08663427504749659,0.4906667172908783,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.08369919155181076,0.4854999780654907,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.06717758717422839,0.4872916340827942,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.05961414072468566,0.4845833480358124,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.024579825636465102,0.49020838737487793,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.06167433705801765,0.4883750081062317,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.03169736832205672,0.49662506580352783,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.013792725503056621,0.499708354473114,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.012255763293069322,0.5040416717529297,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.03154001696869576,0.49745839834213257,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.09623686213065714,0.48475003242492676,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.008361403471402204,0.5006250739097595,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.03404836181046752,0.5004583597183228,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.04447674727271078,0.49699997901916504,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.03937151313342232,0.4989583194255829,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
