iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9520361771186193,0.38762497901916504,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.49254559973875683,0.41312503814697266,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.36875910467157763,0.4336666762828827,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.25007145619019866,0.4464166760444641,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.22656188796584806,0.4489583969116211,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.1934158413981398,0.453374981880188,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.15000645230369022,0.4582084119319916,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.11825894836025934,0.4620000123977661,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.09993417549412698,0.46795839071273804,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.06619295161605503,0.46820831298828125,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.11779763852246106,0.4659167528152466,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.08873123995726928,0.4666667878627777,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.047135729905373104,0.47454166412353516,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.06327041166756923,0.47450003027915955,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.06473489972025466,0.47083336114883423,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.11364070554069865,0.46275001764297485,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.07184934856680532,0.46562492847442627,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.05092939104846058,0.4723750054836273,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.049874916701810434,0.4803750216960907,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.03393605869981305,0.48091673851013184,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.029096203870722093,0.47937506437301636,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.03646116617407339,0.47733330726623535,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03955330377114782,0.476166695356369,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.04540626556748369,0.4794583022594452,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.050008814650936984,0.47825002670288086,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.06761138167833754,0.4737500846385956,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.051158018308342434,0.4815417528152466,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.01753522617703614,0.4902917742729187,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.0429650463629514,0.482041597366333,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.017553375335410237,0.48720842599868774,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
