iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.8071014607946078,0.4307083785533905,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.36697662994265556,0.4732917249202728,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.33516478911042213,0.4739167392253876,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.20527333766222,0.5065833926200867,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.20319971985494098,0.5096250772476196,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.14462799629351744,0.5164166688919067,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.08264517248608172,0.5258333683013916,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.14637772389687598,0.5197082757949829,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.08930585444128762,0.5349583029747009,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.07116200996097177,0.5375000238418579,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.10413305426482111,0.5352500677108765,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.046135988290188834,0.5475833415985107,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.05294180423758613,0.5471667051315308,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.04380851748768085,0.5524167418479919,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.05487656184899,0.5480417013168335,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.0904807885332654,0.5390000343322754,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.02627361752577902,0.5548750162124634,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.016027357075169373,0.5621250867843628,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.020208892119020067,0.5634583234786987,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.04526022991437154,0.5585833787918091,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.018192007128770154,0.5595417022705078,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.048387818741806164,0.5580833554267883,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.05984098758199252,0.5555833578109741,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.015442437201272696,0.5608750581741333,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.030259111110353842,0.5560417175292969,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.019279385579769343,0.5647083520889282,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.04655109231437867,0.5592083930969238,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.06035367967948938,0.5541250109672546,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.004258010155657151,0.5680833458900452,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.03051436453097267,0.5605417490005493,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
