iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.870196578403314,0.4193750321865082,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4313338305801153,0.4400833249092102,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.31116047501564026,0.4619999825954437,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.19169440073892474,0.48337504267692566,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.15395681676454842,0.48370835185050964,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.12522768885052452,0.491791695356369,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.1268390117911622,0.499750018119812,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.06260780008354534,0.5043333768844604,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.10675235313829035,0.49654170870780945,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.11134973998802404,0.49775004386901855,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.08471391712858652,0.504875123500824,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.06110424552268038,0.5074999928474426,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.09848203003639355,0.49670839309692383,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.10060260859124052,0.49770838022232056,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.06547225287067704,0.5105416774749756,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.03172482110676356,0.518375039100647,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.07371356460498646,0.5072500705718994,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.029138510867293615,0.5162501335144043,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.029538124149742846,0.5193750262260437,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.04729131017908609,0.5127500295639038,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.04273184971922698,0.5198750495910645,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.052053055633829594,0.5165834426879883,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03977778442883088,0.5172083377838135,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.01411773159634322,0.5258334279060364,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.04656338466641804,0.5144166946411133,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.02049099431800035,0.5213333964347839,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.02174131357605802,0.5221250057220459,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.08130083162783801,0.5104583501815796,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.0177891189911558,0.5253750085830688,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.05721766552354287,0.5127083659172058,24,4,500,1000,15.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
