iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9477161218722662,0.3948749899864197,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4940808415412903,0.41850003600120544,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.30345263859877986,0.44045835733413696,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.20598532430206737,0.4477500915527344,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.22921278172483048,0.437375009059906,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.21741390600800514,0.46170830726623535,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.24977478311241916,0.4582083225250244,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.14744938358974954,0.460625022649765,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.14183241749803224,0.4623750150203705,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.09848962048999965,0.46683335304260254,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.058482133181920894,0.47429168224334717,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.11111607328833391,0.47208327054977417,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.047129685942005985,0.4842917323112488,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.1227360432385467,0.4698750376701355,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.03664796720840968,0.4816666841506958,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.08853565376193728,0.4741249680519104,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.04560462677424463,0.48158344626426697,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.06885033308935817,0.46937498450279236,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.06443752301371812,0.47470831871032715,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.03003863469348289,0.47983336448669434,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.022085573592145618,0.4856666922569275,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.05318710530991666,0.4762499928474426,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.04431211439805338,0.4778750538825989,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.03647333514284886,0.4819999933242798,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.057009183219633996,0.47833332419395447,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.04687636063317768,0.48095831274986267,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.024917905049126905,0.48316675424575806,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.05207039082840007,0.47937506437301636,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.017692260747329176,0.48612508177757263,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.04277259136627739,0.4789583384990692,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
