iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.8965036024649938,0.40429171919822693,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.44674753087262314,0.4346250891685486,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.33089893714835245,0.44583338499069214,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.21574809278051058,0.4534166753292084,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.1744958363318195,0.46233341097831726,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.1910966223028178,0.4595000147819519,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.13188254126968482,0.47145843505859375,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.12693628071186444,0.4812084138393402,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.08100559756470223,0.48475009202957153,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.13390369521221146,0.47537505626678467,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.1634522039676085,0.47341668605804443,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.13179269464065632,0.4733750522136688,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.06925586737149085,0.4829166829586029,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.025309136932870995,0.4892083406448364,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.028727762207078438,0.4896250367164612,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.04264860737021081,0.484708309173584,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.08314898602839094,0.48187506198883057,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.04592953229439445,0.4876250922679901,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.02917748245333011,0.4924583435058594,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.06189498966462755,0.49012506008148193,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.04902788965167323,0.48991674184799194,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.05864629297866486,0.48883336782455444,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03853411206121867,0.4882082939147949,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.029245902764766168,0.49504172801971436,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.03351516912759204,0.4947916865348816,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.029847678835115705,0.4922500550746918,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.058813334964118745,0.4917083978652954,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.05121577144988502,0.4921667277812958,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.021578863942219566,0.49308329820632935,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.03879418983706273,0.48620831966400146,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
