iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.7597108632326126,0.4370417296886444,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.37725930102169514,0.47183334827423096,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.2432443960569799,0.4906667470932007,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.17019648291170597,0.5155417323112488,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.15267477401842675,0.5227084159851074,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.13043361599557102,0.5261666774749756,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.09561759819431852,0.536666750907898,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.054590516025200486,0.5444167256355286,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.07183375923583905,0.5440418124198914,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.10707381318206899,0.5375001430511475,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.07341822085436434,0.5471667051315308,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.0372832651482895,0.5572084188461304,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.07200686766494376,0.5460000038146973,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.10530388226228145,0.5455000400543213,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.04946117213694379,0.546375036239624,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.033631165094751246,0.5592500567436218,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.044124674362440906,0.5556666851043701,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.06459583724305655,0.5570417642593384,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.02240012316906359,0.5675417184829712,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.04620224583292535,0.5596250295639038,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.02251994922698941,0.5669167041778564,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.05129055252473336,0.5582917928695679,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.031541272372123785,0.5691667795181274,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.00705139519898997,0.5732083916664124,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.028044313922388635,0.5565000772476196,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.01768339064195364,0.5653750896453857,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.02733488277590368,0.5666249990463257,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.08003070936441266,0.5539584159851074,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.028837620758470923,0.5637916922569275,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.055082053106161766,0.5560000538825989,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
