iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9475309749444326,0.39100003242492676,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4996052620311578,0.41708338260650635,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.36369796221454936,0.4391250014305115,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.2968279658816755,0.44716668128967285,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.17328537977300584,0.46295833587646484,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.18515147051463524,0.4533749520778656,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.12773934829359254,0.4676666855812073,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.14019073084151992,0.4655833840370178,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.09712749684695154,0.47933340072631836,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.10140676635395114,0.471166729927063,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.10707782377721742,0.4737917184829712,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.0533094770507887,0.48075005412101746,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.04630950868401366,0.4850834012031555,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.056804969547859706,0.48379167914390564,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.10290724332056318,0.4736250340938568,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.07583331981246981,0.4772500693798065,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.10227667328823979,0.4721251130104065,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.04140505334362388,0.48450005054473877,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.039258089804206975,0.4800417125225067,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.04025978307860593,0.4857499599456787,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.03230323982036983,0.4889167249202728,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.050927625416079536,0.48104166984558105,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.025046281157604728,0.4862499237060547,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.026862211947445758,0.4900834262371063,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.024419432142167352,0.49437496066093445,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.060207750073459465,0.487041711807251,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.05894771389769934,0.48245832324028015,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.017157407019112725,0.49291667342185974,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.0814124772635599,0.4788751006126404,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.012078944081925632,0.49262505769729614,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
