iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.0017364869515102,0.3791249990463257,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4717509386440118,0.42491671442985535,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.30232604779303074,0.4370417296886444,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.2796243722550571,0.43804168701171875,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.27082535981511074,0.44333335757255554,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.16436061720984677,0.46270841360092163,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.22833545238245279,0.45120835304260254,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.14218568122790506,0.46529167890548706,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.15106685801098743,0.4632917046546936,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.07375018081317346,0.4737499952316284,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.0785584631958045,0.4744583070278168,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.07685786456568167,0.47812503576278687,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.06343273029779084,0.4726250171661377,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.14040356110005328,0.46387502551078796,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.058949321294979505,0.47891664505004883,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.13800275641066642,0.4620833396911621,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.04717383373645134,0.4792916476726532,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.0641710380053458,0.4724999666213989,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.06300336585263722,0.4761250615119934,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.06019193985654662,0.47670838236808777,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.04243610730433526,0.48079174757003784,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.04467718245480986,0.47825008630752563,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03686517299259625,0.4814584255218506,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.031526980761555023,0.48200005292892456,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.06285053481406067,0.4830417335033417,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.030164786883688066,0.48516666889190674,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.032565316163527314,0.48337504267692566,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.03221885760043127,0.4859166741371155,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.012021764911575398,0.49233338236808777,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.049178575058855735,0.4896666705608368,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
