iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9476175531744957,0.3895833492279053,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4517295714467764,0.43066665530204773,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.36131739399085444,0.4427917003631592,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.2913620326047142,0.436916708946228,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.19244671030901372,0.4515416622161865,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.23968058824539185,0.4480000436306,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.13459918822627515,0.46745842695236206,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.18730183601534614,0.46404165029525757,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.13513507399087152,0.46533340215682983,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.08871495071798563,0.4725833535194397,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.1311592444544658,0.46787500381469727,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.14603760843359245,0.4700416922569275,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.06995720024375866,0.4712083041667938,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.019544966737157665,0.4905416965484619,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.05879403197711023,0.4829583764076233,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.059412046713987365,0.4822499752044678,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.09257763202185743,0.47533339262008667,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.06713747727917507,0.48250001668930054,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.04419779519472892,0.48604172468185425,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.059785939006057255,0.47866666316986084,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.05114011927313792,0.4819166660308838,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.06159879843956636,0.48395824432373047,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.0372805100196274,0.48204171657562256,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.02912155147350859,0.48733338713645935,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.0631882605375722,0.48404166102409363,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.02303413292005037,0.4920000433921814,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.02045216479746159,0.4894583821296692,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.03663163168433433,0.48233330249786377,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.016088801402171764,0.48895835876464844,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.009943345993330391,0.489083468914032,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
