iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.932136707007885,0.4019167423248291,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4742957254250844,0.41600000858306885,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.3223226619884372,0.4321250319480896,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.2348079369403422,0.453208327293396,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.31597798814376193,0.43650004267692566,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.16740663745440543,0.45650002360343933,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.11986029865996291,0.4647500216960907,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.12538216942145178,0.46379169821739197,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.1241603655119737,0.4634582996368408,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.08044884419844796,0.47329169511795044,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.05697678547585383,0.47725003957748413,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.07852105068741366,0.4726667106151581,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.07357516452126826,0.47587502002716064,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.09016372287684742,0.4790000319480896,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.04827679065056145,0.48341667652130127,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.04262112443878626,0.4817083775997162,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.03731978247621252,0.4872916638851166,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.048526755868806504,0.4897083044052124,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.06886506102940378,0.4824584126472473,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.011708381464510845,0.4895833730697632,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.0764807158120675,0.4828333854675293,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.030154943553498015,0.48629164695739746,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.05343690488128535,0.48212504386901855,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.04933885595528409,0.48462507128715515,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.023646048413259752,0.4974583387374878,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.03478119409798334,0.4845000207424164,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.015312579336750787,0.49254167079925537,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.02400970773305744,0.48883330821990967,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.03134779245495641,0.4902917146682739,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.03773606594283289,0.4816666543483734,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.01,0.99,8,30,10
