iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.8836637039979299,0.4077500104904175,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.43447352573275566,0.43279165029525757,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.3719108408937852,0.43945834040641785,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.25026795361191034,0.44999998807907104,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.2652190775455286,0.4513333737850189,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.10371585314472516,0.468833327293396,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.13458480957585076,0.4621666371822357,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.22011520135371634,0.4688332974910736,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.08730475996465732,0.4775000214576721,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.12507790852881348,0.4811250567436218,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.14344948567061996,0.47562500834465027,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.15352331157191657,0.46920832991600037,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.04305990141195556,0.4854999780654907,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.06118726915641067,0.4860416650772095,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.07138756725665492,0.4815833568572998,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.02456102923315484,0.4935833215713501,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.04075760754252163,0.49662503600120544,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.018951163670863025,0.4945833683013916,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.059699509511119686,0.4867500960826874,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.04522285373241175,0.4920833706855774,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.050910289472085424,0.49395835399627686,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.04180826206478135,0.4922916889190674,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03436232643192246,0.4959583282470703,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.0735940913145896,0.4877917468547821,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.030000385294745986,0.4904167056083679,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.052203001716407016,0.48524999618530273,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.06030569352878956,0.48466670513153076,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.030204349068905383,0.4886666536331177,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.029596332967533574,0.49541670083999634,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.027530323624281056,0.4931250214576721,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.01,0.99,8,30,10
