iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,75.74943453470866,8.531671524047852,86.33885955810547,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
1,58.73119664510091,7.2857513427734375,73.68877410888672,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
2,46.341980571746824,6.308709144592285,63.854949951171875,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
3,36.770036907196044,5.4710845947265625,55.38901901245117,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
4,29.444734160105387,4.769104480743408,48.315650939941406,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
5,23.831183586120606,4.199803352355957,42.59270095825195,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
6,19.36027913093567,3.7184412479400635,37.77687454223633,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
7,15.699467843373617,3.2693231105804443,33.227622985839844,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
8,12.937302063306173,2.9147655963897705,29.660188674926758,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
9,10.763271822929383,2.5883007049560547,26.3785457611084,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
10,9.014717396100362,2.3106601238250732,23.59823989868164,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
11,7.531842006047567,2.059727668762207,21.09383201599121,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
12,6.37443205277125,1.8546466827392578,19.042619705200195,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
13,5.4615020442008975,1.6793416738510132,17.300447463989258,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
14,4.685979631344478,1.5255578756332397,15.769639015197754,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
15,4.035568968454997,1.3787002563476562,14.309744834899902,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
16,3.5256277509530385,1.2519029378890991,13.053094863891602,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
17,3.0908509588241575,1.1466859579086304,12.015503883361816,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
18,2.6920298022031783,1.0393177270889282,10.95092487335205,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
19,2.364408785303434,0.9450308680534363,10.018503189086914,3,150,10,500,10,0,0,False,10,False,0.01,,8,300,2
