iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,model_n_features,model_bias,algo_lrate,algo_S,algo_R
0,90.96011,95.17863464355469,9.56982421875,3,150,10,500,10,0,10,False,0.01,50,1500
1,84.35254,89.6258316040039,9.018710136413574,3,150,10,500,10,0,10,False,0.01,50,1500
2,78.23574,84.4535903930664,8.502355575561523,3,150,10,500,10,0,10,False,0.01,50,1500
3,72.710785,79.6181869506836,8.02065658569336,3,150,10,500,10,0,10,False,0.01,50,1500
4,67.54736,75.08245086669922,7.566779613494873,3,150,10,500,10,0,10,False,0.01,50,1500
5,62.75922,71.04127502441406,7.164170742034912,3,150,10,500,10,0,10,False,0.01,50,1500
6,58.41502,67.0793685913086,6.768226146697998,3,150,10,500,10,0,10,False,0.01,50,1500
7,54.29681,63.346641540527344,6.395780563354492,3,150,10,500,10,0,10,False,0.01,50,1500
8,50.531445,59.85465621948242,6.04664945602417,3,150,10,500,10,0,10,False,0.01,50,1500
9,47.106113,56.58125686645508,5.717771530151367,3,150,10,500,10,0,10,False,0.01,50,1500
10,43.901188,53.56802749633789,5.417742729187012,3,150,10,500,10,0,10,False,0.01,50,1500
11,40.889748,50.696163177490234,5.129958152770996,3,150,10,500,10,0,10,False,0.01,50,1500
12,38.13131,48.018009185791016,4.862638473510742,3,150,10,500,10,0,10,False,0.01,50,1500
13,35.61061,45.54861831665039,4.61486291885376,3,150,10,500,10,0,10,False,0.01,50,1500
14,33.23989,43.198917388916016,4.379135608673096,3,150,10,500,10,0,10,False,0.01,50,1500
15,31.046692,40.949867248535156,4.15268611907959,3,150,10,500,10,0,10,False,0.01,50,1500
16,28.990644,38.88846969604492,3.944894313812256,3,150,10,500,10,0,10,False,0.01,50,1500
17,27.076527,36.82870864868164,3.7369918823242188,3,150,10,500,10,0,10,False,0.01,50,1500
18,25.272644,35.00596237182617,3.5535502433776855,3,150,10,500,10,0,10,False,0.01,50,1500
19,23.610424,33.19874572753906,3.3708853721618652,3,150,10,500,10,0,10,False,0.01,50,1500
20,22.09106,31.51945686340332,3.2016234397888184,3,150,10,500,10,0,10,False,0.01,50,1500
21,20.687258,29.969118118286133,3.0445494651794434,3,150,10,500,10,0,10,False,0.01,50,1500
22,19.368353,28.509387969970703,2.8974740505218506,3,150,10,500,10,0,10,False,0.01,50,1500
23,18.137161,27.13968276977539,2.7584519386291504,3,150,10,500,10,0,10,False,0.01,50,1500
24,17.002413,25.80390167236328,2.6233069896698,3,150,10,500,10,0,10,False,0.01,50,1500
25,15.922274,24.55312156677246,2.49582576751709,3,150,10,500,10,0,10,False,0.01,50,1500
26,14.947005,23.38216781616211,2.3769326210021973,3,150,10,500,10,0,10,False,0.01,50,1500
27,14.018285,22.334609985351562,2.269986867904663,3,150,10,500,10,0,10,False,0.01,50,1500
28,13.149055,21.24539566040039,2.159428119659424,3,150,10,500,10,0,10,False,0.01,50,1500
29,12.336405,20.21613311767578,2.0549330711364746,3,150,10,500,10,0,10,False,0.01,50,1500
30,11.580742,19.283456802368164,1.959719181060791,3,150,10,500,10,0,10,False,0.01,50,1500
31,10.874326,18.331148147583008,1.8626469373703003,3,150,10,500,10,0,10,False,0.01,50,1500
32,10.216823,17.492019653320312,1.7766985893249512,3,150,10,500,10,0,10,False,0.01,50,1500
33,9.593386,16.707406997680664,1.696173071861267,3,150,10,500,10,0,10,False,0.01,50,1500
34,9.014607,15.92541217803955,1.6161093711853027,3,150,10,500,10,0,10,False,0.01,50,1500
35,8.477563,15.192569732666016,1.5403056144714355,3,150,10,500,10,0,10,False,0.01,50,1500
36,7.969979,14.55880355834961,1.4751485586166382,3,150,10,500,10,0,10,False,0.01,50,1500
37,7.494301,13.868489265441895,1.4044435024261475,3,150,10,500,10,0,10,False,0.01,50,1500
38,7.0560822,13.241189002990723,1.33963942527771,3,150,10,500,10,0,10,False,0.01,50,1500
39,6.6407843,12.639431953430176,1.2771680355072021,3,150,10,500,10,0,10,False,0.01,50,1500
40,6.2591343,12.03205680847168,1.2147502899169922,3,150,10,500,10,0,10,False,0.01,50,1500
