iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.977866103251775,0.29491668939590454,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.6717981845140457,0.3619999885559082,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6378087153037388,0.37058335542678833,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.4708463152249653,0.42262500524520874,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.4253288755814235,0.4213334023952484,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.2637028594811757,0.45745837688446045,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.2368174990018208,0.46166667342185974,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.1613292396068573,0.47891664505004883,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1004204452037811,0.4818750321865082,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.038930336634318,0.48854169249534607,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.9851748992999395,0.49783337116241455,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.9437650243441263,0.49900001287460327,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.9114367912213007,0.49833330512046814,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.8693834990262985,0.502833366394043,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.8019766956567764,0.5127916932106018,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7808048774798712,0.5115833282470703,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.7514960641662279,0.5125000476837158,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.7073580722014109,0.5161250829696655,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.6858208899696668,0.5183749794960022,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.6490282143155733,0.5202500224113464,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.6281886373956999,0.5204583406448364,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.6052794506152471,0.5211250185966492,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5682860786716143,0.5247917175292969,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.5440064147114754,0.5262084007263184,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.5209610549112161,0.5267500281333923,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.4968012844522794,0.5246250629425049,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.4788259267807007,0.5300833582878113,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.45656879742940265,0.5282083749771118,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.4308674708008766,0.530666708946228,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.41875218724211055,0.528208315372467,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
