iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.037345141172409,0.28974997997283936,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.8298356980085373,0.3249167203903198,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.7783396691083908,0.3384166955947876,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5985531757275264,0.3851250410079956,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5770506660143535,0.3833334147930145,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4714176257451375,0.40150004625320435,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.4080737481514614,0.4084166884422302,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3661556194225948,0.4112917184829712,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2605920284986496,0.43133336305618286,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.225849710404873,0.421875,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1459580610195796,0.4345833957195282,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.115133558710416,0.43650004267692566,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0693848952651024,0.43529173731803894,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0211255699396133,0.4427916705608368,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9808098301291466,0.4440000057220459,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.951690544684728,0.4422917068004608,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.9003764117757479,0.44700002670288086,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8674168412884077,0.44729170203208923,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8371188019712766,0.4462083578109741,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.8116447304685911,0.44716668128967285,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7764040107528368,0.44958335161209106,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7409700428446134,0.44975003600120544,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.720193937420845,0.4487083852291107,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.7019313921531042,0.4489583671092987,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6568503653009733,0.45129168033599854,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6449824683368206,0.45329171419143677,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.6143310591578484,0.4522501230239868,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5849106659491857,0.45241662859916687,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5642569425205389,0.4529167115688324,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.5447414740920067,0.45337504148483276,24,4,500,1000,30.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
