iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.0316295524438224,0.2603333592414856,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7635393738746643,0.33937501907348633,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6675158788760502,0.3682500123977661,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.6016280402739842,0.37791669368743896,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5268243849277496,0.3893750309944153,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4260685046513875,0.4023333191871643,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3729487111171086,0.4114583432674408,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.332520216703415,0.4181666970252991,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.287879874308904,0.4153333902359009,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.2301660478115082,0.42120838165283203,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1711724326014519,0.42741677165031433,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.1300992667675018,0.43100008368492126,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0876453295350075,0.43191665410995483,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0546160141626995,0.4324583411216736,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
14,1.0017411609490712,0.4362083673477173,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9582822794715563,0.4373334050178528,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.9221237202485403,0.4409167468547821,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8803200299541155,0.4439583718776703,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8577953030665716,0.44458338618278503,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.8203538109858831,0.44320839643478394,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7921937083204588,0.44462502002716064,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7596559152007103,0.44825005531311035,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.7325092876950899,0.4480416774749756,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.7022018805146217,0.44966673851013184,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6809120029211044,0.44854170083999634,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6434680645664533,0.4505416750907898,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.6280491761863232,0.4498750865459442,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.6006378829479218,0.45112502574920654,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5675552760561308,0.453041672706604,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.5555226939419905,0.45137497782707214,24,4,500,1000,30.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
