iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.0030042628447213,0.2931666970252991,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.847950925429662,0.3201250433921814,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.7386214633782704,0.3526250123977661,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5978800356388092,0.3802500367164612,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5693398267030716,0.3888333737850189,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4719380885362625,0.3965833783149719,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.411062811811765,0.41200006008148193,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3420225481192272,0.4154166877269745,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2780727843443553,0.42200005054473877,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.2406946768363316,0.42487502098083496,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1743154078722,0.4280833899974823,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.101010372241338,0.43841665983200073,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.1015400066971779,0.43420833349227905,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0172022059559822,0.4424583911895752,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9944635480642319,0.4430416524410248,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9530892471472422,0.44479167461395264,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.9142142608761787,0.44462502002716064,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8856397767861685,0.4450417459011078,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8540141383806864,0.4461666941642761,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.8184714416662852,0.4491667151451111,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7930647631486257,0.4450417160987854,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7552755127350489,0.4479166269302368,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.7189521590868632,0.44970840215682983,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6984241865575314,0.4514583945274353,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6616959050297737,0.4528750777244568,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6500049283107122,0.44979172945022583,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.6216592788696289,0.4543750286102295,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5931448303163052,0.4532082974910736,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5720634398361047,0.45604169368743896,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.5524534521003565,0.45516666769981384,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
