iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.0060206949710846,0.29066669940948486,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.6862520674864452,0.3606250286102295,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.68666007121404,0.3553333282470703,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.6209165354569752,0.36900001764297485,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5616895506779354,0.37866663932800293,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.5149833112955093,0.3866249918937683,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.4000957955916722,0.40304169058799744,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3410432438055675,0.4073333442211151,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2863794714212418,0.4163750410079956,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.20391184091568,0.42762503027915955,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1664827167987823,0.42391669750213623,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.109257775048415,0.43033337593078613,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0947526420156162,0.4305417239665985,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.021253615617752,0.43729168176651,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9850992585221926,0.43437501788139343,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9351017028093338,0.44308334589004517,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8917489921053251,0.4421250522136688,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8695871805151304,0.4425417184829712,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8437062501907349,0.4458334147930145,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.8132867862780889,0.44433343410491943,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7834425841768583,0.44437500834465027,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.746650367975235,0.4482083320617676,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.7225176865855852,0.44866669178009033,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6838440795739492,0.4514167010784149,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6566972856720289,0.4515833854675293,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6225825312236944,0.45516669750213623,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.6067763889829317,0.45241665840148926,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5894345616300901,0.45225006341934204,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.560974852492412,0.4540834128856659,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.5413935072720051,0.45358341932296753,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
