iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.0168046901623407,0.24645835161209106,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7325237492720287,0.34954166412353516,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6791488776604335,0.3609166741371155,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.6095144748687744,0.37458333373069763,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5425647844870884,0.3799166679382324,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4543778598308563,0.4021666944026947,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3839302907387416,0.40775007009506226,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3164369265238445,0.4164583086967468,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.24256398777167,0.4244999587535858,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.2035210033257802,0.4286249876022339,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1389322578907013,0.42995840311050415,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0712884118159611,0.4398749768733978,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0647848919034004,0.4347916543483734,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0044253518184025,0.4407500624656677,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9543346290787061,0.4432082772254944,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9266410792867342,0.4426666498184204,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.88043745358785,0.44708335399627686,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8675674175222715,0.4449583888053894,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8249895051121712,0.4463750720024109,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7821863566835722,0.453416645526886,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7480102901657423,0.4517500400543213,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7191279207666715,0.45237502455711365,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6966605534156164,0.45237502455711365,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6840021510918936,0.45225000381469727,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6611992182830969,0.45075005292892456,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6156188795963923,0.4552500247955322,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5949359908699989,0.4531250596046448,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5740653773148855,0.4545416831970215,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5523550647000471,0.4538334012031555,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.528772983700037,0.455625057220459,24,4,500,1000,30.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
