iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.8039194991191227,0.3165416717529297,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
1,1.279528985420863,0.4072500467300415,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
2,1.0808200215299923,0.424208402633667,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
3,0.9134488378961881,0.43566668033599854,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
4,0.7452475254734358,0.44850003719329834,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
5,0.6488113465408484,0.4501250684261322,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
6,0.5485919850567976,0.4544999599456787,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
7,0.4683936753620704,0.4605000615119934,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
8,0.39631813764572144,0.4588333070278168,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
9,0.3339350198705991,0.4637500047683716,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
10,0.2691060897583763,0.46666666865348816,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
11,0.22983432312806448,0.46508336067199707,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
12,0.2098204189290603,0.4657917022705078,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
13,0.164743528701365,0.46900004148483276,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
14,0.13824583357200027,0.4724583029747009,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
15,0.11623270010265212,0.4713333249092102,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
16,0.10132374133293827,0.47183331847190857,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
17,0.08673672672982018,0.4720833897590637,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
18,0.07418422144837677,0.4715833067893982,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
19,0.06756468800206979,0.47266674041748047,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
20,0.05747517004298667,0.47154170274734497,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
21,0.047871415658543505,0.47154170274734497,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
22,0.041473641293123364,0.47187504172325134,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
23,0.03677746704003463,0.4725416600704193,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
24,0.03272715457327043,0.47316670417785645,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
25,0.02921706686417262,0.47266674041748047,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
26,0.02615503512788564,0.4740416705608368,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
27,0.023977679394495983,0.47420835494995117,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
28,0.0316073027982687,0.47158336639404297,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
29,0.0209816243344297,0.4736667275428772,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
