iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.8258260985215504,0.2863333523273468,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
1,1.410546988248825,0.37283334136009216,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
2,1.0903282091021538,0.4203333258628845,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
3,0.9128615582982699,0.4334583282470703,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
4,0.8148075801630815,0.43529170751571655,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
5,0.638590931892395,0.45108336210250854,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
6,0.5613240512708823,0.4519166648387909,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
7,0.47092452583213645,0.455625057220459,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
8,0.41729517591496307,0.4572084844112396,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
9,0.3271137240032355,0.4645000398159027,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
10,0.2868505471075575,0.46625006198883057,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
11,0.23797599536677203,0.4663333594799042,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
12,0.218640869949013,0.4631250500679016,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
13,0.1832328143840035,0.4675000309944153,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
14,0.140827162268882,0.4713333547115326,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
15,0.1198201048343132,0.47316670417785645,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
16,0.0998458662846436,0.4736250340938568,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
17,0.08544448134489357,0.47316670417785645,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
18,0.07176529018518825,0.4739583730697632,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
19,0.06237513537053019,0.47437506914138794,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
20,0.056786816528377436,0.4738333821296692,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
21,0.046917125660305224,0.4734167456626892,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
22,0.04207726959915211,0.4738333821296692,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
23,0.036791005676301815,0.4749166965484619,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
24,0.032084270807293556,0.47450003027915955,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
25,0.02803373719022299,0.4750833511352539,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
26,0.025241298717446625,0.47458338737487793,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
27,0.022935838574388374,0.4741249978542328,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
28,0.019827281629356246,0.4746250510215759,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
29,0.019053043079717707,0.4729583263397217,24,8,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
