iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.795944904287656,0.3032083511352539,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
1,1.3133842746416728,0.38958340883255005,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
2,1.041600910325845,0.4217917323112488,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
3,0.921945184469223,0.4272500276565552,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
4,0.7086332986752192,0.4500417113304138,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
5,0.6107926679154237,0.4530417323112488,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
6,0.5233280087510744,0.45483338832855225,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
7,0.433520066862305,0.46399998664855957,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
8,0.3741838429123163,0.46654173731803894,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
9,0.31226135914524394,0.46933338046073914,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
10,0.26300341232369345,0.4701250493526459,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
11,0.2282673444133252,0.47075003385543823,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
12,0.1947068787024667,0.4708333909511566,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
13,0.16639449493959546,0.4715416133403778,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
14,0.1459888443350792,0.4724583625793457,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
15,0.12067332254567494,0.47216662764549255,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
16,0.10228396160528064,0.47158342599868774,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
17,0.09091977235705902,0.4730833172798157,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
18,0.07229385730655243,0.4737083613872528,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
19,0.06257106103779127,0.47504162788391113,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
20,0.059943829818318285,0.473833292722702,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
21,0.047862164540371545,0.47670838236808777,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
22,0.045204382991263024,0.476166695356369,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
23,0.037242929878023766,0.4775416851043701,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
24,0.03280074803236251,0.4779166877269745,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
25,0.03779936674012182,0.4738750457763672,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
26,0.026415988948429003,0.4788750410079956,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
27,0.02350022052026664,0.4795832633972168,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
28,0.021086256601847708,0.4794999957084656,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
29,0.018829686276149005,0.4801250696182251,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,8,4,30,10
