iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.8230951577425003,0.3413461446762085,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.4328710734844208,0.45693111419677734,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.2955267578363419,0.479266881942749,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.141420806447665,0.5139223337173462,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.0595694755514462,0.5353566408157349,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,0.9873985300461451,0.5430690050125122,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,0.9142541612188021,0.5533854961395264,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,0.8584187974532446,0.5592949986457825,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,0.8055027946829796,0.5672075748443604,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.7648117591937383,0.5742188692092896,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.7176996469497681,0.5783253908157349,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.6785292799274126,0.583333432674408,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.6340967367092768,0.5905449390411377,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.595964373399814,0.5900441408157349,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.5572100517650446,0.5948518514633179,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.5215130175153414,0.5996595025062561,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.4902786227564017,0.5996595025062561,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.46028436596194905,0.6041667461395264,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.43956903864940006,0.6017628312110901,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.41163911173741025,0.6045673489570618,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.3864558053513368,0.6072716116905212,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.3663621246814728,0.6085736751556396,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.3398708241681258,0.6097756624221802,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.31971245383222896,0.6119791865348816,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.2996089073518912,0.6115785241127014,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.28830017149448395,0.6087740063667297,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.26481648348271847,0.612079381942749,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.24742313101887703,0.615084171295166,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.23194600331286588,0.6166867017745972,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.21705961227416992,0.6163861751556396,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
