iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,2.2244006594022117,0.1551666557788849,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.9287833472092946,0.2680833339691162,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.7603806108236313,0.31583333015441895,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.6745109856128693,0.3190833330154419,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.6031541228294373,0.32100003957748413,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.438690761725108,0.35254165530204773,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.3708562304576237,0.3528750538825989,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.2869718621174495,0.36379167437553406,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.2283585667610168,0.3615417182445526,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.1555087740222614,0.36645835638046265,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.1043191825350125,0.3595000207424164,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.0332077120741208,0.367125004529953,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.9736053471763929,0.3748750388622284,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.929507277905941,0.37137502431869507,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.8612329338987669,0.375083327293396,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.8149183218677839,0.37300002574920654,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.7583857948581377,0.3791249990463257,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.7097586989402771,0.3802083730697632,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.6582698747515678,0.37970834970474243,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.6252804460624853,0.38320836424827576,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.5960893556475639,0.38475000858306885,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.5648081588248411,0.3829166889190674,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.5495731644332409,0.38479167222976685,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.5313413515686989,0.3821667432785034,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.5013881102204323,0.38579171895980835,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.4621017761528492,0.3825833797454834,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.4424542300403118,0.38666674494743347,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.38295281554261845,0.3904167413711548,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.37407023025055725,0.3891666829586029,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.3594575338065624,0.3889999985694885,24,4,100,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
