iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,2.235600163539251,0.1367500126361847,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.8413066019614537,0.27520835399627686,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.697226454814275,0.28454169631004333,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.513395334283511,0.3191250264644623,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.464914212624232,0.3201667070388794,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.3559449464082718,0.3267916738986969,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.2680136387546856,0.3335416913032532,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.190899208188057,0.34012502431869507,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.1407547667622566,0.33658337593078613,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.0686778823534648,0.34008336067199707,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.0061123967170715,0.3444167375564575,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.95008668055137,0.3459167182445526,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.8907314985990524,0.3512917160987854,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.8525027185678482,0.3487500548362732,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.792906865477562,0.3523750305175781,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.7402185847361883,0.35454171895980835,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.6966849255065123,0.3562500476837158,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.664214422305425,0.3578333556652069,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.62217569972078,0.3580417335033417,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.59639489899079,0.3594166934490204,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.5490003637969494,0.36100006103515625,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.521756500005722,0.3606250286102295,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.4930880554020405,0.36237502098083496,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.46507562572757405,0.36345839500427246,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.4417138285934925,0.36370834708213806,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.4099479305247466,0.36512503027915955,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.38401636853814125,0.3647916316986084,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.37338393305738765,0.36391669511795044,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.3392907561113437,0.3669999837875366,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.3234242685139179,0.3683333992958069,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
