iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,2.1181927025318146,0.2301250547170639,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.7958297381798427,0.3082917332649231,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.6539940585692723,0.3425000309944153,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.5510747631390889,0.35845836997032166,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.4341262976328533,0.37808334827423096,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.3379169603188832,0.39629170298576355,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.2870538234710693,0.3942916989326477,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.224880799651146,0.39991670846939087,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.1471025198698044,0.4102083444595337,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.0910584007700284,0.41195839643478394,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.021646499633789,0.4175833463668823,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.9802132919430733,0.41729164123535156,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.9205873732765516,0.422124981880188,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.873248020807902,0.4279583692550659,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.8486342603961626,0.4268750548362732,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.7706726839145025,0.4375,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.7352529292305311,0.4360833764076233,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.7076788047949473,0.4415416717529297,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.652743342022101,0.44275006651878357,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.6206944659352303,0.4441666305065155,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.607149121661981,0.44837504625320435,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.5619245121876398,0.4455416202545166,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.5278200097382069,0.4487917125225067,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.5042539512117704,0.44875001907348633,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.4709192713101705,0.4513334035873413,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.44847145676612854,0.45079171657562256,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.4169306295613448,0.4542083442211151,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.4153961439927419,0.4539583921432495,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.37267055362463,0.45629167556762695,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.3608407899737358,0.45641669631004333,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
