iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.5461242496967316,0.4625400900840759,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.2081364194552104,0.5407652854919434,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.1014862482746441,0.5672075748443604,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.032086302836736,0.5884415507316589,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,0.9460493599375089,0.6052684783935547,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,0.8981629485885302,0.6172876954078674,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,0.840081142882506,0.6216946840286255,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,0.7919748748342196,0.6327124238014221,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,0.7382882336775461,0.6378206610679626,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.6920305912693342,0.6426283121109009,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.6434187715252241,0.6480369567871094,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.6080883940060934,0.6515424847602844,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.5692743100225925,0.6547476649284363,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.5380610935389996,0.6586539149284363,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.5098844145735105,0.6601563692092896,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.47721174110968906,0.6636618375778198,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.44974319636821747,0.6655648946762085,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.4250248620907466,0.6664663553237915,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.39977173631389934,0.6698719263076782,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.3766569371024768,0.6716748476028442,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.3539312606056531,0.6722756624221802,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.33368805920084316,0.6733774542808533,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.3165922996898492,0.6734776496887207,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.2980353528012832,0.6757813692092896,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.2801790398856004,0.676382303237915,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.26217082763711613,0.6793870329856873,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.24762344174087048,0.6782853007316589,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.22998564876616,0.6797877550125122,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.21673041582107544,0.6807893514633179,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.20371507542828718,0.6817909479141235,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
