iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,2.14681476354599,0.23858176171779633,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.674760863184929,0.3411458432674408,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.4467844516038895,0.3990384340286255,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.3199495921532314,0.40965551137924194,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.198737141986688,0.4310898184776306,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.167245087524255,0.4311898946762085,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.0466346715887387,0.4488180875778198,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.0103483746449153,0.4445112645626068,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,0.9157263437906901,0.4570312201976776,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.8678739418586096,0.4611378610134125,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.8095165813962618,0.4655449092388153,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.7787964368859926,0.46254003047943115,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.7160486951470375,0.4676482677459717,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.6732167179385821,0.4702523648738861,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.6348742743333181,0.469651460647583,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.5950035154819489,0.47325727343559265,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.5569783995548884,0.4775640666484833,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.5249718278646469,0.4787660837173462,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.4941540149350961,0.47686299681663513,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.4647181046505769,0.4778645634651184,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.43441081171234447,0.477764368057251,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.41312454640865326,0.47716349363327026,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.3808360584080219,0.48076924681663513,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.3643768634647131,0.4800681471824646,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.3375104224930207,0.48337334394454956,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.3188560660928488,0.48367390036582947,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.30160726606845856,0.48527655005455017,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.2829962261021137,0.48407456278800964,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.26616609406967956,0.48477575182914734,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.2514544663329919,0.4884816110134125,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
